lead_id,client_id,company_name_raw,industry_vertical,city_id,requested_geography,anchor_screen_id,lead_source,lead_date,sales_stage_reached,lost_date,requested_start_date,requested_duration_days,requested_num_screens,indicated_budget,quoted_price_per_slot_per_day,client_target_price_per_slot_per_day,price_gap_pct,negotiation_rounds,competitor_mentioned,loss_reason,loss_reason_detail,campaign_objective,ad_type
LEAD-000767,CLI-00458,,retail,DAT,DAT:Lakeside Loop,DAT-SCR-000180,website_form,2026-04-17,verbal_agreement,2026-05-27,2026-06-24,22,14,9001.32,59.79,42.29,0.4138,2,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Loyalty Program Push (Awareness)
LEAD-000768,CLI-00079,,technology,LH,LH:Downtown Core,LH-SCR-005683,repeat_client_inquiry,2025-11-01,verbal_agreement,2025-11-22,2026-01-09,18,10,55979.77,90.81,84.77,0.0713,3,False,campaign_cancelled_internally,Client paused all marketing spend that quarter,frequency,App Download Drive (Frequency)
LEAD-000769,CLI-00394,,retail,ACS,ACS:Old Orchard,ACS-SCR-000232,repeat_client_inquiry,2026-06-21,negotiating,2026-07-03,2026-07-18,22,7,253678.83,43.73,35.32,0.2381,2,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Weekend Flash Sale (Awareness)
LEAD-000770,CLI-00045,,retail,ACS,ACS:Brookview,ACS-SCR-000336,repeat_client_inquiry,2026-05-03,initial_inquiry,2026-05-08,2026-07-01,19,7,7768.5,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,conversion,Weekend Flash Sale (Conversion)
LEAD-000771,CLI-00201,,education,LH,LH:Downtown Core,LH-SCR-004391,repeat_client_inquiry,2026-06-10,quote_sent,2026-06-20,2026-08-03,112,8,380753.64,131.46,87.94,0.4949,0,False,budget_mismatch,Indicated budget could not cover requested screen count,conversion,Scholarship Awareness (Conversion)
LEAD-000772,CLI-00340,,auto,LH,LH:North Terminus,LH-SCR-002108,repeat_client_inquiry,2025-11-29,initial_inquiry,2025-12-01,2025-12-16,7,1,18864.15,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,frequency,Year-End Clearance Event (Frequency)
LEAD-000773,CLI-00291,,cpg,DAT,DAT:Lakeside Loop,DAT-SCR-002024,repeat_client_inquiry,2025-10-22,quote_sent,2025-10-28,2025-12-10,40,16,231038.22,88.65,65.78,0.3477,0,False,price_too_high,Client benchmarked against a cheaper media mix,frequency,Brand Awareness Campaign (Frequency)
LEAD-000774,,Landmark Realty,real_estate,ACS,ACS:Greenhollow,ACS-SCR-001695,cold_outreach,2025-09-08,verbal_agreement,2025-10-01,2025-11-10,21,3,102474.92,37.53,35.34,0.062,2,True,went_with_competitor,Competitor offered a bundled multi-city rate,awareness,Neighborhood Awareness (Awareness)
LEAD-000775,,Drive Cars,auto,LH,LH:Cathedral Heights,LH-SCR-002657,referral,2026-03-31,verbal_agreement,2026-04-24,2026-06-21,18,1,50785.14,139.66,,,2,False,inventory_unavailable,Preferred time-block was sold out,conversion,New Model Launch (Conversion)
LEAD-000776,,Landmark Real Estate Group,real_estate,ACS,ACS:Greenhollow,ACS-SCR-001341,inbound_call,2025-10-19,negotiating,2025-11-02,2025-11-28,24,1,35328.39,68.0,70.52,-0.0357,2,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,awareness,Neighborhood Awareness (Awareness)
LEAD-000777,CLI-00231,,education,LH,LH:Harborfront,LH-SCR-002397,cold_outreach,2026-01-26,quote_sent,2026-02-06,2026-03-10,31,1,24857.3,92.98,67.0,0.3878,0,False,price_too_high,Client benchmarked against a cheaper media mix,conversion,Scholarship Awareness (Conversion)
LEAD-000778,CLI-00388,,nonprofit,LH,LH:Financial Row,LH-SCR-004353,inbound_call,2026-04-22,quote_sent,2026-05-06,2026-05-24,108,8,104588.83,154.68,131.76,0.174,0,False,budget_mismatch,Indicated budget could not cover requested screen count,frequency,Volunteer Recruitment Drive (Frequency)
LEAD-000779,,Vital Health Group,healthcare,LH,LH:Market Quarter,LH-SCR-005050,inbound_call,2026-01-28,quote_sent,2026-02-05,2026-02-17,40,10,61486.65,115.94,82.38,0.4074,0,True,price_too_high,Rate card premium on hub screens broke the budget,awareness,New Clinic Announcement (Awareness)
LEAD-000780,CLI-00490,,finance,ACS,ACS:Old Orchard,ACS-SCR-000024,repeat_client_inquiry,2025-12-13,initial_inquiry,2025-12-19,2026-01-21,7,1,19918.46,,,,0,True,no_response_ghosted,Client stopped responding after initial call,frequency,Digital Banking Launch (Frequency)
LEAD-000781,,Regency Hospitality Group,hospitality,ACS,ACS:Fallowfield,ACS-SCR-000018,cold_outreach,2026-07-23,verbal_agreement,2026-08-09,2026-09-28,15,1,5809.52,16.37,15.16,0.0798,2,False,campaign_cancelled_internally,Client paused all marketing spend that quarter,awareness,Loyalty Membership Drive (Awareness)
LEAD-000782,CLI-00307,,hospitality,ACS,ACS:Brookview,ACS-SCR-000432,cold_outreach,2026-04-14,quote_sent,2026-04-25,2026-05-06,45,1,399212.39,27.75,20.52,0.3523,0,False,price_too_high,Client benchmarked against a cheaper media mix,conversion,Seasonal Package Deal (Conversion)
LEAD-000783,,Core Technologies,technology,LH,LH:Harborfront,LH-SCR-004049,referral,2025-10-08,initial_inquiry,2025-10-10,2025-10-27,33,12,45796.64,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,awareness,Enterprise Awareness Push (Awareness)
LEAD-000784,,Prime Mart,retail,DAT,DAT:Bellwood,DAT-SCR-001678,repeat_client_inquiry,2026-08-11,initial_inquiry,2026-08-16,2026-09-17,31,3,77989.64,,,,0,False,timing_conflict,Client campaign timeline shifted and no longer aligned,conversion,Loyalty Program Push (Conversion)
LEAD-000785,,ByteWorks Labs,technology,DAT,DAT:Northbank,DAT-SCR-000306,website_form,2026-05-15,initial_inquiry,2026-05-17,2026-06-14,36,4,45178.73,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,reach,Enterprise Awareness Push (Reach)
LEAD-000786,CLI-00489,,hospitality,LH,LH:North Terminus,LH-SCR-002518,website_form,2026-06-04,negotiating,2026-06-25,2026-08-21,21,14,17313.09,84.18,80.17,0.05,2,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,reach,Weekend Getaway Promo (Reach)
LEAD-000787,CLI-00380,,technology,LH,LH:Financial Row,LH-SCR-002288,repeat_client_inquiry,2025-11-21,quote_sent,2025-12-01,2025-12-17,53,5,333735.94,96.74,72.35,0.3371,0,True,budget_mismatch,Client budget was reallocated mid-quarter,frequency,App Download Drive (Frequency)
LEAD-000788,,Urban Outfitters,retail,ACS,ACS:Fallowfield,ACS-SCR-001673,inbound_call,2026-07-31,initial_inquiry,2026-08-05,2026-09-29,36,7,93383.62,,,,0,False,budget_mismatch,Indicated budget could not cover requested screen count,conversion,Weekend Flash Sale (Conversion)
LEAD-000789,CLI-00243,,auto,LH,LH:Riverside Junction,LH-SCR-000352,repeat_client_inquiry,2026-08-04,quote_sent,2026-08-17,2026-09-10,46,13,30806.86,44.43,35.19,0.2626,0,False,price_too_high,Quoted rate exceeded client ceiling,conversion,Year-End Clearance Event (Conversion)
LEAD-000790,CLI-00093,,retail,ACS,ACS:Brookview,ACS-SCR-000020,repeat_client_inquiry,2026-01-22,initial_inquiry,2026-01-23,2026-02-27,16,1,8722.4,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,frequency,Seasonal Sale Promotion (Frequency)
LEAD-000791,,Grand Inn & Suites,hospitality,DAT,DAT:Milltown,DAT-SCR-002179,repeat_client_inquiry,2026-05-03,initial_inquiry,2026-05-09,2026-06-08,36,28,70774.91,,,,0,True,no_response_ghosted,Client stopped responding after initial call,conversion,New Property Launch (Conversion)
LEAD-000792,,Meridian Capital Partners,finance,LH,LH:Cathedral Heights,LH-SCR-004685,inbound_call,2025-08-21,quote_sent,2025-09-02,2025-10-05,49,7,80330.21,210.21,167.78,0.2529,0,False,price_too_high,Rate card premium on hub screens broke the budget,conversion,Digital Banking Launch (Conversion)
LEAD-000793,CLI-00087,,telecom,DAT,DAT:Kestrel Heights,DAT-SCR-003100,repeat_client_inquiry,2026-02-24,contract_sent,2026-03-22,2026-05-16,52,2,243990.26,41.03,,,3,False,inventory_unavailable,Requested screens already booked for the flight dates,awareness,Device Trade-in Campaign (Awareness)
LEAD-000794,,Prime Goods,retail,DAT,DAT:Kestrel Heights,DAT-SCR-001864,cold_outreach,2026-03-30,verbal_agreement,2026-05-11,2026-07-09,48,4,7520.58,64.39,62.21,0.035,2,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,awareness,Loyalty Program Push (Awareness)
LEAD-000795,CLI-00201,,education,ACS,ACS:Sunridge Acres,ACS-SCR-001640,repeat_client_inquiry,2026-04-15,initial_inquiry,2026-04-20,2026-06-08,130,1,214306.38,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,conversion,Open House Announcement (Conversion)
LEAD-000796,,Core Labs,technology,DAT,DAT:Central Yard,DAT-SCR-000050,inbound_call,2025-10-09,verbal_agreement,2025-10-28,2025-12-18,22,4,52674.26,63.63,,,2,False,inventory_unavailable,Corridor exclusivity request could not be honored,awareness,Product Launch Campaign (Awareness)
LEAD-000797,CLI-00363,,auto,DAT,DAT:Harrow Point,DAT-SCR-002525,repeat_client_inquiry,2025-09-22,initial_inquiry,2025-09-23,2025-10-08,13,9,16259.15,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,New Model Launch (Reach)
LEAD-000798,CLI-00148,,retail,LH,LH:Uptown Crescent,LH-SCR-005604,repeat_client_inquiry,2025-12-11,quote_sent,2025-12-14,2026-01-06,18,6,17226.27,78.44,62.43,0.2564,0,False,budget_mismatch,Indicated budget could not cover requested screen count,conversion,Weekend Flash Sale (Conversion)
LEAD-000799,,Drive Automotive,auto,DAT,DAT:Bellwood,DAT-SCR-002275,inbound_call,2026-06-06,quote_sent,2026-06-19,2026-08-11,31,9,20056.23,57.09,53.19,0.0733,0,True,went_with_competitor,Client signed with a rival OOH network,reach,Year-End Clearance Event (Reach)
LEAD-000800,CLI-00447,,retail,DAT,DAT:Ashford Row,DAT-SCR-000014,repeat_client_inquiry,2025-11-06,initial_inquiry,2025-11-09,2025-12-14,16,13,5482.33,,,,0,False,no_response_ghosted,Client stopped responding after initial call,conversion,Seasonal Sale Promotion (Conversion)
LEAD-000801,CLI-00226,,government,ACS,ACS:Cobblestone Village,ACS-SCR-000548,trade_show,2026-06-28,initial_inquiry,2026-07-05,2026-08-09,18,1,2073.67,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,frequency,Transit Service Announcement (Frequency)
LEAD-000802,CLI-00202,,real_estate,DAT,DAT:Northbank,DAT-SCR-001851,inbound_call,2026-04-14,negotiating,2026-05-09,2026-06-13,16,1,10048.73,19.81,19.47,0.0175,1,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,reach,Open House Weekend (Reach)
LEAD-000803,CLI-00076,,real_estate,DAT,DAT:Ashford Row,DAT-SCR-000093,repeat_client_inquiry,2026-05-17,initial_inquiry,2026-05-23,2026-07-04,8,19,7412.88,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,conversion,Neighborhood Awareness (Conversion)
LEAD-000804,,Cinema Media Group,entertainment,LH,LH:North Terminus,LH-SCR-004259,referral,2026-05-11,quote_sent,2026-05-15,2026-06-18,34,13,57526.54,67.11,54.55,0.2302,0,True,budget_mismatch,Approved budget came in lower than initial ask,awareness,Ticket Sale Push (Awareness)
LEAD-000805,,Metro Services,government,DAT,DAT:Northbank,DAT-SCR-000623,cold_outreach,2026-03-25,negotiating,2026-04-07,2026-05-29,27,1,19045.4,31.53,23.26,0.3555,3,False,price_too_high,Rate card premium on hub screens broke the budget,reach,Civic Engagement Campaign (Reach)
LEAD-000806,CLI-00323,,auto,DAT,DAT:Founders Square,DAT-SCR-002094,repeat_client_inquiry,2025-10-16,quote_sent,2025-10-29,2025-12-02,31,4,73687.8,64.62,,,0,False,timing_conflict,Client campaign timeline shifted and no longer aligned,awareness,EV Awareness Campaign (Awareness)
LEAD-000807,,Skyline Properties,real_estate,LH,LH:Old Mill District,LH-SCR-004633,referral,2026-07-22,quote_sent,2026-07-29,2026-09-08,30,1,66454.44,98.14,82.97,0.1828,0,False,budget_mismatch,Client budget was reallocated mid-quarter,awareness,Neighborhood Awareness (Awareness)
LEAD-000808,,Live Productions,entertainment,DAT,DAT:Ashford Row,DAT-SCR-002644,trade_show,2026-03-19,negotiating,2026-04-05,2026-04-30,13,11,83848.92,24.94,20.56,0.213,3,False,price_too_high,Quoted rate exceeded client ceiling,reach,Concert Tour Announcement (Reach)
LEAD-000809,,Vertex Solutions,technology,ACS,ACS:Old Orchard,ACS-SCR-000422,repeat_client_inquiry,2025-10-28,negotiating,2025-11-21,2025-12-25,52,13,31859.34,20.67,19.03,0.0862,1,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,frequency,Product Launch Campaign (Frequency)
LEAD-000810,CLI-00483,,finance,ACS,ACS:Maple Grove,ACS-SCR-000269,referral,2026-05-30,initial_inquiry,2026-06-03,2026-07-19,64,1,40202.25,,,,0,False,no_response_ghosted,Client stopped responding after initial call,frequency,Digital Banking Launch (Frequency)
LEAD-000811,,Foundation Institute,education,ACS,ACS:Southgate Commons,ACS-SCR-000675,cold_outreach,2026-03-14,initial_inquiry,2026-03-18,2026-04-26,54,1,43281.89,,,,0,False,budget_mismatch,Approved budget came in lower than initial ask,awareness,Scholarship Awareness (Awareness)
LEAD-000812,,Vertex Software,technology,ACS,ACS:Pine Hatch,ACS-SCR-000213,website_form,2026-04-23,quote_sent,2026-04-28,2026-05-20,64,1,74293.75,45.68,37.45,0.2198,0,False,price_too_high,Rate card premium on hub screens broke the budget,reach,Enterprise Awareness Push (Reach)
LEAD-000813,CLI-00396,,finance,DAT,DAT:Northbank,DAT-SCR-000458,repeat_client_inquiry,2026-05-25,quote_sent,2026-06-04,2026-08-02,31,12,61010.29,23.44,16.67,0.4061,0,False,budget_mismatch,Client budget was reallocated mid-quarter,reach,Wealth Management Campaign (Reach)
LEAD-000814,CLI-00359,,nonprofit,ACS,ACS:Greenhollow,ACS-SCR-001303,repeat_client_inquiry,2025-11-02,contract_sent,2025-12-23,2026-01-16,19,9,3776.18,41.26,,,4,False,creative_not_ready,Client creative assets were not finalized in time,frequency,Awareness Month Push (Frequency)
LEAD-000815,,Urban Outfitters,retail,ACS,ACS:Sunridge Acres,ACS-SCR-000193,referral,2026-02-18,negotiating,2026-02-25,2026-03-14,92,6,29668.41,64.92,63.5,0.0224,3,True,went_with_competitor,Client signed with a rival OOH network,frequency,Loyalty Program Push (Frequency)
LEAD-000816,,Harbor Resorts,hospitality,LH,LH:East Commons,LH-SCR-005387,website_form,2026-06-16,contract_sent,2026-08-08,2026-09-13,41,17,75579.57,127.54,115.71,0.1022,3,False,contract_terms_disagreement,Payment terms could not be aligned,reach,New Property Launch (Reach)
LEAD-000817,CLI-00503,,technology,ACS,ACS:Maple Grove,ACS-SCR-000458,website_form,2025-08-19,initial_inquiry,2025-08-25,2025-10-19,37,8,392034.25,,,,0,False,no_response_ghosted,Client stopped responding after initial call,frequency,Product Launch Campaign (Frequency)
LEAD-000818,CLI-00110,,cpg,LH,LH:Harborfront,LH-SCR-004913,repeat_client_inquiry,2025-10-20,initial_inquiry,2025-10-22,2025-12-12,46,1,64861.86,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,awareness,Brand Awareness Campaign (Awareness)
LEAD-000819,,Urban Mart,retail,LH,LH:Riverside Junction,LH-SCR-003892,inbound_call,2026-01-15,verbal_agreement,2026-02-19,2026-03-02,55,19,51364.87,108.39,,,4,True,inventory_unavailable,Corridor exclusivity request could not be honored,awareness,Seasonal Sale Promotion (Awareness)
LEAD-000820,,Fresh Beverages,cpg,DAT,DAT:Harrow Point,DAT-SCR-002698,referral,2026-06-26,verbal_agreement,2026-07-13,2026-08-20,21,1,70439.94,98.53,,,2,True,inventory_unavailable,Corridor exclusivity request could not be honored,frequency,Flavor Launch Promo (Frequency)
LEAD-000821,CLI-00258,,government,DAT,DAT:Kestrel Heights,DAT-SCR-000485,inbound_call,2026-06-09,quote_sent,2026-06-14,2026-08-04,56,1,581577.83,20.71,15.66,0.3225,0,False,price_too_high,Rate card premium on hub screens broke the budget,conversion,Transit Service Announcement (Conversion)
LEAD-000822,CLI-00005,,telecom,LH,LH:Harborfront,LH-SCR-004050,trade_show,2025-10-01,initial_inquiry,2025-10-06,2025-11-25,7,6,4769.96,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,conversion,Device Trade-in Campaign (Conversion)
LEAD-000823,CLI-00057,,auto,LH,LH:Market Quarter,LH-SCR-002224,referral,2025-11-06,initial_inquiry,2025-11-10,2026-01-08,64,14,270669.23,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,conversion,Test Drive Promotion (Conversion)
LEAD-000824,,Trend Goods,retail,DAT,DAT:Ashford Row,DAT-SCR-001552,repeat_client_inquiry,2026-01-30,initial_inquiry,2026-02-03,2026-03-25,43,1,63497.76,,,,0,False,budget_mismatch,Approved budget came in lower than initial ask,reach,Seasonal Sale Promotion (Reach)
LEAD-000825,CLI-00269,,real_estate,ACS,ACS:Sunridge Acres,ACS-SCR-000191,repeat_client_inquiry,2026-04-10,quote_sent,2026-04-16,2026-06-04,27,3,71812.31,44.06,33.37,0.3203,0,False,budget_mismatch,Client budget was reallocated mid-quarter,awareness,Neighborhood Awareness (Awareness)
LEAD-000826,CLI-00408,,cpg,DAT,DAT:Union Flats,DAT-SCR-002706,referral,2026-03-26,quote_sent,2026-04-02,2026-05-07,34,20,42537.27,80.78,,,0,False,inventory_unavailable,Requested screens already booked for the flight dates,awareness,Brand Awareness Campaign (Awareness)
LEAD-000827,CLI-00425,,hospitality,LH,LH:Uptown Crescent,LH-SCR-002828,trade_show,2026-04-27,initial_inquiry,2026-05-02,2026-05-26,49,6,231587.91,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,awareness,New Property Launch (Awareness)
LEAD-000828,CLI-00356,,entertainment,ACS,ACS:Fallowfield,ACS-SCR-000327,website_form,2025-12-05,initial_inquiry,2025-12-07,2026-01-10,24,5,23033.53,,,,0,True,no_response_ghosted,Client stopped responding after initial call,conversion,Concert Tour Announcement (Conversion)
LEAD-000829,,Cinema Media Group,entertainment,LH,LH:Riverside Junction,LH-SCR-003914,website_form,2026-07-01,quote_sent,2026-07-15,2026-08-22,38,2,76301.77,63.0,46.52,0.3543,0,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Streaming Series Launch (Awareness)
LEAD-000830,CLI-00141,,healthcare,DAT,DAT:Harrow Point,DAT-SCR-000207,repeat_client_inquiry,2026-07-06,verbal_agreement,2026-08-15,2026-10-01,14,1,28273.91,81.32,64.09,0.2688,2,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Flu Season Reminder (Awareness)
LEAD-000831,CLI-00385,,retail,ACS,ACS:Greenhollow,ACS-SCR-000638,referral,2026-02-15,initial_inquiry,2026-02-19,2026-03-05,21,1,35137.81,,,,0,False,budget_mismatch,Indicated budget could not cover requested screen count,reach,New Store Opening (Reach)
LEAD-000832,CLI-00253,,cpg,LH,LH:Market Quarter,LH-SCR-005765,repeat_client_inquiry,2025-11-24,initial_inquiry,2025-11-30,2025-12-18,57,8,40723.38,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,reach,Sampling Event Tie-in (Reach)
LEAD-000833,CLI-00035,,auto,ACS,ACS:Cobblestone Village,ACS-SCR-000538,repeat_client_inquiry,2025-10-15,initial_inquiry,2025-10-18,2025-11-12,19,1,34972.29,,,,0,False,timing_conflict,Creative was not ready in time for requested start,frequency,Year-End Clearance Event (Frequency)
LEAD-000834,CLI-00308,,hospitality,DAT,DAT:Lakeside Loop,DAT-SCR-001521,repeat_client_inquiry,2026-03-07,contract_sent,2026-05-05,2026-06-11,30,6,18605.18,90.04,84.59,0.0644,5,False,contract_terms_disagreement,Payment terms could not be aligned,reach,Loyalty Membership Drive (Reach)
LEAD-000835,CLI-00367,,retail,DAT,DAT:Northbank,DAT-SCR-001598,repeat_client_inquiry,2025-12-23,negotiating,2026-01-13,2026-01-31,26,15,159131.43,52.84,54.18,-0.0247,1,True,went_with_competitor,Lost to a digital/social budget reallocation,reach,New Store Opening (Reach)
LEAD-000836,CLI-00347,,auto,DAT,DAT:Ashford Row,DAT-SCR-001554,cold_outreach,2026-06-19,negotiating,2026-06-28,2026-07-12,24,1,16767.29,49.14,,,2,False,inventory_unavailable,Corridor exclusivity request could not be honored,awareness,New Model Launch (Awareness)
LEAD-000837,,Public Bureau,government,LH,LH:Uptown Crescent,LH-SCR-000240,referral,2025-10-23,initial_inquiry,2025-10-27,2025-11-15,26,1,13206.0,,,,0,False,timing_conflict,Client campaign timeline shifted and no longer aligned,reach,Transit Service Announcement (Reach)
LEAD-000838,,Encore Entertainment,entertainment,DAT,DAT:Lakeside Loop,DAT-SCR-002018,inbound_call,2026-07-02,negotiating,2026-07-12,2026-08-31,45,1,16351.76,63.45,57.16,0.11,2,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,reach,Movie Release Teaser (Reach)
LEAD-000839,CLI-00017,,retail,DAT,DAT:Milltown,DAT-SCR-002188,inbound_call,2026-03-29,initial_inquiry,2026-03-30,2026-05-24,18,1,19810.65,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,frequency,Seasonal Sale Promotion (Frequency)
LEAD-000840,CLI-00141,,healthcare,DAT,DAT:Harrow Point,DAT-SCR-002694,repeat_client_inquiry,2026-01-08,quote_sent,2026-01-12,2026-03-05,15,20,49879.72,128.35,110.68,0.1596,0,False,price_too_high,Quoted rate exceeded client ceiling,frequency,Open Enrollment Campaign (Frequency)
LEAD-000841,,Wellness Medical,healthcare,DAT,DAT:Milltown,DAT-SCR-002984,repeat_client_inquiry,2026-07-27,quote_sent,2026-08-03,2026-09-16,78,7,49986.71,76.81,,,0,False,timing_conflict,Creative was not ready in time for requested start,conversion,Preventive Care Awareness (Conversion)
LEAD-000842,CLI-00474,,telecom,DAT,DAT:Northbank,DAT-SCR-002981,website_form,2025-10-29,initial_inquiry,2025-10-31,2025-12-26,95,13,600651.27,,,,0,True,targeting_mismatch,Requested geography did not match available inventory,awareness,Bundle Offer Awareness (Awareness)
LEAD-000843,CLI-00317,,finance,ACS,ACS:Sunridge Acres,ACS-SCR-001634,inbound_call,2025-12-09,contract_sent,2026-02-03,2026-03-22,78,1,284187.17,35.83,34.49,0.0389,4,False,contract_terms_disagreement,Legal review flagged liability clauses,reach,Credit Card Acquisition (Reach)
LEAD-000844,CLI-00224,,technology,ACS,ACS:Maple Grove,ACS-SCR-000074,repeat_client_inquiry,2025-12-09,quote_sent,2025-12-12,2025-12-23,90,2,498492.81,51.51,,,0,False,inventory_unavailable,Corridor exclusivity request could not be honored,frequency,Enterprise Awareness Push (Frequency)
LEAD-000845,CLI-00262,,retail,DAT,DAT:Founders Square,DAT-SCR-000631,website_form,2025-11-03,quote_sent,2025-11-06,2025-12-27,13,18,14650.38,31.0,22.32,0.3889,0,False,price_too_high,Rate card premium on hub screens broke the budget,reach,Loyalty Program Push (Reach)
LEAD-000846,,Highstreet Boutique,retail,LH,LH:Riverside Junction,LH-SCR-002942,website_form,2025-11-28,negotiating,2025-12-13,2026-01-20,47,1,26810.32,127.48,88.5,0.4405,1,False,price_too_high,Quoted rate exceeded client ceiling,frequency,Seasonal Sale Promotion (Frequency)
LEAD-000847,CLI-00187,,healthcare,DAT,DAT:Harrow Point,DAT-SCR-002249,repeat_client_inquiry,2026-06-07,quote_sent,2026-06-17,2026-07-29,39,6,69454.99,161.99,,,0,False,inventory_unavailable,Preferred time-block was sold out,awareness,Flu Season Reminder (Awareness)
LEAD-000848,CLI-00333,,education,LH,LH:Harborfront,LH-SCR-002401,referral,2026-05-11,quote_sent,2026-05-23,2026-06-09,11,10,23713.09,112.24,79.05,0.4199,0,False,price_too_high,Quoted rate exceeded client ceiling,conversion,Program Launch Campaign (Conversion)
LEAD-000849,,Trend Goods,retail,DAT,DAT:Kestrel Heights,DAT-SCR-001493,cold_outreach,2025-09-23,initial_inquiry,2025-09-30,2025-10-13,20,9,37803.97,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,conversion,Weekend Flash Sale (Conversion)
LEAD-000850,CLI-00380,,technology,LH,LH:Financial Row,LH-SCR-002252,referral,2026-05-28,initial_inquiry,2026-06-01,2026-07-07,50,7,636017.9,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,conversion,Enterprise Awareness Push (Conversion)
LEAD-000851,,Pulse Wireless,telecom,LH,LH:Cathedral Heights,LH-SCR-003272,referral,2026-06-26,verbal_agreement,2026-08-08,2026-09-25,31,16,74822.22,113.04,112.28,0.0068,3,True,went_with_competitor,Competitor offered a bundled multi-city rate,frequency,Bundle Offer Awareness (Frequency)
LEAD-000852,CLI-00356,,entertainment,DAT,DAT:Central Yard,DAT-SCR-002578,website_form,2026-04-27,initial_inquiry,2026-05-01,2026-06-20,60,7,28997.21,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,Movie Release Teaser (Reach)
LEAD-000853,,Capital Capital Partners,finance,DAT,DAT:Lakeside Loop,DAT-SCR-000441,cold_outreach,2025-12-09,quote_sent,2025-12-19,2026-01-12,54,1,104307.02,43.25,34.0,0.2721,0,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Wealth Management Campaign (Awareness)
LEAD-000854,CLI-00330,,entertainment,ACS,ACS:Pine Hatch,ACS-SCR-000365,repeat_client_inquiry,2026-06-20,negotiating,2026-07-04,2026-07-16,32,1,75024.81,33.33,31.61,0.0544,2,True,went_with_competitor,Client signed with a rival OOH network,frequency,Movie Release Teaser (Frequency)
LEAD-000855,,Fresh Snacks,cpg,DAT,DAT:Northbank,DAT-SCR-002955,referral,2025-12-21,initial_inquiry,2025-12-28,2026-02-20,17,2,77167.91,,,,0,False,budget_mismatch,Approved budget came in lower than initial ask,awareness,Sampling Event Tie-in (Awareness)
LEAD-000856,CLI-00185,,telecom,ACS,ACS:Sunridge Acres,ACS-SCR-001369,cold_outreach,2026-01-26,verbal_agreement,2026-02-12,2026-04-09,12,1,4365.67,63.61,63.94,-0.0052,2,False,campaign_cancelled_internally,Client paused all marketing spend that quarter,frequency,Bundle Offer Awareness (Frequency)
LEAD-000857,CLI-00079,,technology,LH,LH:Downtown Core,LH-SCR-004026,cold_outreach,2025-12-01,negotiating,2025-12-08,2025-12-29,22,3,74837.25,220.66,151.61,0.4554,3,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Developer Conference Promo (Awareness)
LEAD-000858,CLI-00013,,education,DAT,DAT:Bellwood,DAT-SCR-000662,repeat_client_inquiry,2026-07-11,initial_inquiry,2026-07-18,2026-08-30,12,3,4123.94,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,frequency,Scholarship Awareness (Frequency)
LEAD-000859,CLI-00068,,real_estate,ACS,ACS:Greenhollow,ACS-SCR-001343,cold_outreach,2026-02-04,initial_inquiry,2026-02-10,2026-02-25,80,11,91430.14,,,,0,False,no_response_ghosted,Client stopped responding after initial call,conversion,Neighborhood Awareness (Conversion)
LEAD-000860,,Grand Inn & Suites,hospitality,LH,LH:Old Mill District,LH-SCR-005910,referral,2026-03-10,initial_inquiry,2026-03-12,2026-04-24,19,1,90803.05,,,,0,False,timing_conflict,Requested flight overlapped a blackout period,conversion,New Property Launch (Conversion)
LEAD-000861,,Urban Boutique,retail,LH,LH:Financial Row,LH-SCR-002281,cold_outreach,2025-08-30,quote_sent,2025-09-11,2025-11-01,19,3,126463.28,254.56,180.41,0.411,0,True,price_too_high,Rate card premium on hub screens broke the budget,frequency,Seasonal Sale Promotion (Frequency)
