client_id,company_name,industry,client_tier,home_city_id,active_cities,preferred_geographies,typical_campaign_budget,budget_variance_pct,campaign_frequency,avg_campaign_duration_days,bundle_affinity,negotiation_leverage,relationship_start_date,account_status
CLI-00294,United Foundation,nonprofit,local_business,ACS,ACS,ACS:Cobblestone Village,5400.0,0.38,seasonal,22,single_screen,low,2024-11-06,active
CLI-00295,Core Systems,technology,local_business,ACS,ACS,ACS:Sunridge Acres,12300.0,0.41,seasonal,8,single_screen,low,2025-08-06,active
CLI-00296,Neon Studios #464,entertainment,local_business,ACS,ACS,ACS:Old Orchard,5700.0,0.26,one_off,22,moderate_bundle,low,2023-07-03,active
CLI-00297,Grand Resorts,hospitality,national_chain,ACS,ACS|LH|DAT,ACS:Southgate Commons|ACS:Pine Hatch|ACS:Old Orchard|LH:Riverside Junction|LH:North Terminus|LH:Cathedral Heights|DAT:Lakeside Loop|DAT:Harrow Point|DAT:Bellwood,333200.0,0.16,quarterly,56,single_screen,high,2023-03-10,active
CLI-00298,Live Live Events #222,entertainment,regional_chain,LH,LH|DAT,LH:Market Quarter|LH:Riverside Junction|DAT:Founders Square|DAT:Union Flats,44500.0,0.19,always_on,26,moderate_bundle,low,2023-04-22,active
CLI-00299,Summit Cars #278,auto,local_business,LH,LH,LH:Riverside Junction,10400.0,0.34,seasonal,23,moderate_bundle,low,2021-11-30,lapsed
CLI-00300,City of Commission,government,regional_chain,DAT,DAT|ACS,DAT:Ashford Row|DAT:Union Flats|ACS:Southgate Commons|ACS:Greenhollow,60300.0,0.22,seasonal,39,moderate_bundle,low,2021-02-14,active
CLI-00301,Scholar Institute,education,regional_chain,DAT,DAT|ACS,DAT:Northbank|DAT:Ashford Row|ACS:Old Orchard|ACS:Pine Hatch,25500.0,0.29,one_off,40,moderate_bundle,medium,2022-04-28,active
CLI-00302,Studio Media Group #812,entertainment,local_business,LH,LH,LH:Harborfront,5100.0,0.31,seasonal,18,single_screen,medium,2025-12-02,lapsed
CLI-00303,Urban Goods #763,retail,regional_chain,LH,LH,LH:Riverside Junction|LH:Market Quarter,22900.0,0.33,seasonal,40,single_screen,low,2022-07-21,active
CLI-00304,Drive Auto Group #170,auto,national_chain,DAT,DAT|LH|ACS,DAT:Northbank|DAT:Kestrel Heights|DAT:Milltown|LH:Riverside Junction|LH:Cathedral Heights|LH:Market Quarter|ACS:Pine Hatch|ACS:Windmere Park|ACS:Greenhollow,317600.0,0.14,quarterly,101,heavy_bundle,medium,2022-09-14,active
CLI-00305,Nova Mobile,telecom,local_business,DAT,DAT,DAT:Harrow Point,15100.0,0.53,one_off,26,single_screen,low,2022-01-18,active
CLI-00306,Neon Live Events #513,entertainment,local_business,ACS,ACS,ACS:Windmere Park,10300.0,0.5,seasonal,30,single_screen,medium,2025-11-25,active
CLI-00307,Comfort Resorts,hospitality,national_chain,LH,LH|ACS,LH:Cathedral Heights|LH:East Commons|LH:Harborfront|ACS:Brookview|ACS:Greenhollow|ACS:Old Orchard,225200.0,0.12,seasonal,47,heavy_bundle,high,2020-06-19,active
CLI-00308,Plaza Lodging,hospitality,regional_chain,DAT,DAT|LH,DAT:Lakeside Loop|DAT:Northbank|LH:North Terminus|LH:Harborfront,16800.0,0.18,quarterly,30,single_screen,medium,2021-10-24,active
CLI-00309,Bright Learning Center,education,local_business,LH,LH,LH:North Terminus,5000.0,0.55,one_off,10,single_screen,low,2020-06-06,active
CLI-00310,County of Bureau,government,regional_chain,DAT,DAT|ACS,DAT:Union Flats|DAT:Bellwood|ACS:Maple Grove|ACS:Brookview,15000.0,0.27,quarterly,36,moderate_bundle,medium,2023-08-13,active
CLI-00311,Metro Cars,auto,local_business,LH,LH,LH:Riverside Junction,4200.0,0.36,seasonal,23,single_screen,low,2020-02-16,active
CLI-00312,Urban Outfitters #822,retail,local_business,ACS,ACS,ACS:Cobblestone Village,13200.0,0.46,seasonal,10,single_screen,medium,2019-05-11,active
CLI-00313,Public Transit Authority,government,local_business,ACS,ACS,ACS:Sunridge Acres,4000.0,0.48,one_off,29,single_screen,low,2021-07-05,active
CLI-00314,Pulse Communications,telecom,national_chain,ACS,ACS|LH|DAT,ACS:Pine Hatch|ACS:Old Orchard|ACS:Fallowfield|LH:Riverside Junction|LH:North Terminus|LH:Financial Row|DAT:Ashford Row|DAT:Central Yard|DAT:Northbank,376300.0,0.18,always_on,114,single_screen,high,2019-09-14,active
CLI-00315,Metro Automotive #146,auto,local_business,LH,LH,LH:Harborfront,5800.0,0.45,seasonal,27,moderate_bundle,low,2023-12-18,active
CLI-00316,Vertex Solutions,technology,local_business,LH,LH,LH:Cathedral Heights,8900.0,0.33,seasonal,21,single_screen,low,2020-05-14,lapsed
CLI-00317,Meridian Bank #613,finance,national_chain,LH,LH|ACS,LH:Harborfront|LH:Financial Row|LH:Cathedral Heights|ACS:Sunridge Acres|ACS:Maple Grove|ACS:Pine Hatch,605500.0,0.19,quarterly,79,moderate_bundle,high,2018-07-23,active
CLI-00318,Highstreet Boutique #672,retail,local_business,ACS,ACS,ACS:Pine Hatch,14500.0,0.33,one_off,7,single_screen,low,2019-06-13,active
CLI-00319,Wellness Health Group,healthcare,regional_chain,LH,LH|ACS,LH:Cathedral Heights|LH:Market Quarter|ACS:Maple Grove|ACS:Southgate Commons,71100.0,0.22,seasonal,40,moderate_bundle,medium,2026-08-08,active
CLI-00320,Ledger Bank #436,finance,local_business,DAT,DAT,DAT:Central Yard,10900.0,0.53,seasonal,27,single_screen,low,2021-09-16,active
CLI-00321,Studio Entertainment #897,entertainment,regional_chain,DAT,DAT,DAT:Harrow Point|DAT:Founders Square,66500.0,0.25,seasonal,45,moderate_bundle,high,2024-05-09,active
CLI-00322,Bridge Foundation,nonprofit,national_chain,ACS,ACS|LH|DAT,ACS:Greenhollow|ACS:Southgate Commons|ACS:Maple Grove|LH:North Terminus|LH:Riverside Junction|LH:Uptown Crescent|DAT:Kestrel Heights|DAT:Ashford Row|DAT:Northbank,227100.0,0.15,quarterly,103,heavy_bundle,high,2025-05-30,active
CLI-00323,Metro Motors #199,auto,regional_chain,DAT,DAT|LH,DAT:Founders Square|DAT:Ashford Row|LH:Downtown Core|LH:Harborfront,81900.0,0.32,always_on,47,moderate_bundle,medium,2022-12-28,active
CLI-00324,Corner Goods #491,retail,local_business,ACS,ACS,ACS:Maple Grove,11600.0,0.47,one_off,26,single_screen,low,2019-09-09,active
CLI-00325,Comfort Hotels,hospitality,local_business,ACS,ACS,ACS:Old Orchard,12600.0,0.29,one_off,15,single_screen,low,2023-03-04,active
CLI-00326,Core Labs,technology,local_business,LH,LH,LH:North Terminus,11500.0,0.29,seasonal,23,moderate_bundle,low,2024-07-26,active
CLI-00327,Torque Auto Group #703,auto,regional_chain,LH,LH|DAT,LH:Harborfront|LH:Market Quarter|DAT:Ashford Row|DAT:Milltown,33800.0,0.32,seasonal,38,single_screen,medium,2025-05-01,active
CLI-00328,Sterling Advisors #118,finance,national_chain,ACS,ACS|DAT,ACS:Cobblestone Village|ACS:Fallowfield|ACS:Brookview|DAT:Milltown|DAT:Central Yard|DAT:Kestrel Heights,600100.0,0.19,always_on,35,heavy_bundle,medium,2019-04-05,active
CLI-00329,Skyline Real Estate Group,real_estate,local_business,ACS,ACS,ACS:Fallowfield,8300.0,0.35,one_off,30,single_screen,medium,2024-12-17,active
CLI-00330,Encore Entertainment #356,entertainment,regional_chain,ACS,ACS,ACS:Pine Hatch|ACS:Fallowfield,46000.0,0.2,seasonal,45,moderate_bundle,high,2025-05-03,lapsed
CLI-00331,Vertex Software,technology,local_business,LH,LH,LH:Cathedral Heights,13500.0,0.52,one_off,21,single_screen,low,2020-08-09,active
CLI-00332,Summit Auto Group #739,auto,national_chain,ACS,ACS|LH|DAT,ACS:Cobblestone Village|ACS:Greenhollow|ACS:Pine Hatch|LH:Harborfront|LH:Old Mill District|LH:East Commons|DAT:Harrow Point|DAT:Lakeside Loop|DAT:Milltown,128400.0,0.09,seasonal,50,heavy_bundle,medium,2025-02-05,active
CLI-00333,Bright Academy,education,regional_chain,LH,LH,LH:Harborfront|LH:Cathedral Heights,20700.0,0.33,quarterly,20,heavy_bundle,medium,2026-07-26,active
CLI-00334,Golden Snacks #125,cpg,regional_chain,LH,LH|DAT,LH:Old Mill District|LH:Market Quarter|DAT:Kestrel Heights|DAT:Bellwood,76500.0,0.27,one_off,29,moderate_bundle,low,2021-10-05,active
CLI-00335,Urban Retail Co #658,retail,national_chain,ACS,ACS|LH|DAT,ACS:Greenhollow|ACS:Old Orchard|ACS:Sunridge Acres|LH:Cathedral Heights|LH:Market Quarter|LH:North Terminus|DAT:Kestrel Heights|DAT:Ashford Row|DAT:Union Flats,184000.0,0.08,quarterly,111,heavy_bundle,high,2020-11-29,active
CLI-00336,Achieve Institute,education,local_business,DAT,DAT,DAT:Northbank,11000.0,0.33,one_off,20,single_screen,medium,2022-08-10,active
CLI-00337,Nature Consumer Goods #920,cpg,local_business,LH,LH,LH:East Commons,12100.0,0.52,one_off,27,single_screen,low,2020-02-10,active
CLI-00338,Cornerstone Developments #163,real_estate,local_business,LH,LH,LH:Downtown Core,9900.0,0.45,quarterly,16,single_screen,low,2021-06-01,active
CLI-00339,Metro Dealerships #674,auto,local_business,LH,LH,LH:Market Quarter,4700.0,0.26,quarterly,26,moderate_bundle,low,2020-11-11,active
CLI-00340,Metro Automotive #240,auto,local_business,LH,LH,LH:North Terminus,18300.0,0.5,quarterly,11,single_screen,low,2019-07-31,active
CLI-00341,Harbor Resorts,hospitality,regional_chain,DAT,DAT|ACS,DAT:Kestrel Heights|DAT:Ashford Row|ACS:Greenhollow|ACS:Southgate Commons,32900.0,0.31,one_off,31,moderate_bundle,medium,2022-09-11,active
CLI-00342,Fresh Beverages #296,cpg,national_chain,ACS,ACS|LH|DAT,ACS:Pine Hatch|ACS:Windmere Park|ACS:Brookview|LH:Riverside Junction|LH:North Terminus|LH:Old Mill District|DAT:Union Flats|DAT:Lakeside Loop|DAT:Harrow Point,353600.0,0.22,seasonal,83,moderate_bundle,medium,2023-07-29,active
CLI-00343,Community Alliance,nonprofit,national_chain,DAT,DAT|LH|ACS,DAT:Bellwood|DAT:Ashford Row|DAT:Lakeside Loop|LH:North Terminus|LH:Financial Row|LH:Harborfront|ACS:Cobblestone Village|ACS:Pine Hatch|ACS:Old Orchard,240700.0,0.2,quarterly,113,heavy_bundle,medium,2018-05-16,active
CLI-00344,Summit Auto Group #113,auto,local_business,DAT,DAT,DAT:Union Flats,6500.0,0.34,one_off,8,single_screen,low,2025-09-17,lapsed
CLI-00345,Sterling Financial #137,finance,regional_chain,LH,LH,LH:East Commons|LH:Downtown Core,29000.0,0.31,quarterly,51,moderate_bundle,medium,2024-09-07,active
CLI-00346,Nimbus Solutions,technology,local_business,LH,LH,LH:Financial Row,15800.0,0.53,one_off,26,single_screen,low,2025-05-23,active
CLI-00347,Torque Auto Group #780,auto,local_business,DAT,DAT,DAT:Ashford Row,11800.0,0.51,one_off,26,single_screen,medium,2021-04-02,active
CLI-00348,Neon Productions #454,entertainment,national_chain,ACS,ACS|LH|DAT,ACS:Southgate Commons|ACS:Windmere Park|ACS:Pine Hatch|LH:Downtown Core|LH:Riverside Junction|LH:Market Quarter|DAT:Harrow Point|DAT:Kestrel Heights|DAT:Northbank,152000.0,0.19,seasonal,97,moderate_bundle,high,2023-12-11,active
CLI-00349,Sterling Bank #337,finance,local_business,DAT,DAT,DAT:Lakeside Loop,6600.0,0.53,seasonal,14,single_screen,low,2023-01-13,active
CLI-00350,Highway Dealerships #578,auto,regional_chain,DAT,DAT|ACS,DAT:Union Flats|DAT:Lakeside Loop|ACS:Brookview|ACS:Old Orchard,81600.0,0.29,seasonal,45,moderate_bundle,medium,2021-08-19,active
CLI-00351,Corner Goods #870,retail,local_business,ACS,ACS,ACS:Southgate Commons,3400.0,0.49,quarterly,20,single_screen,medium,2022-06-19,active
CLI-00352,Care Wellness Center,healthcare,national_chain,DAT,DAT|LH|ACS,DAT:Milltown|DAT:Kestrel Heights|DAT:Union Flats|LH:East Commons|LH:Riverside Junction|LH:North Terminus|ACS:Brookview|ACS:Southgate Commons|ACS:Pine Hatch,138600.0,0.18,quarterly,105,heavy_bundle,medium,2018-12-05,active
CLI-00353,Regency Hotels,hospitality,regional_chain,ACS,ACS,ACS:Cobblestone Village|ACS:Sunridge Acres,20700.0,0.32,one_off,29,moderate_bundle,high,2020-08-16,lapsed
CLI-00354,Family Medical,healthcare,regional_chain,DAT,DAT|LH,DAT:Founders Square|DAT:Milltown|LH:East Commons|LH:Harborfront,62600.0,0.32,one_off,52,heavy_bundle,high,2023-04-09,active
CLI-00355,Trust Advisors #458,finance,national_chain,ACS,ACS|LH,ACS:Maple Grove|ACS:Southgate Commons|ACS:Old Orchard|LH:Financial Row|LH:Cathedral Heights|LH:Harborfront,514900.0,0.15,seasonal,65,heavy_bundle,high,2021-03-30,active
CLI-00356,Cinema Entertainment #490,entertainment,regional_chain,ACS,ACS|DAT,ACS:Fallowfield|ACS:Greenhollow|DAT:Central Yard|DAT:Union Flats,35400.0,0.19,seasonal,44,moderate_bundle,medium,2024-02-08,active
CLI-00357,Cornerstone Properties,real_estate,local_business,LH,LH,LH:Cathedral Heights,14500.0,0.35,one_off,8,single_screen,low,2024-05-27,active
CLI-00358,Pulse Mobile,telecom,local_business,ACS,ACS,ACS:Old Orchard,5400.0,0.41,one_off,28,single_screen,low,2022-07-29,active
CLI-00359,Hope Foundation,nonprofit,local_business,ACS,ACS,ACS:Greenhollow,4200.0,0.37,quarterly,14,single_screen,low,2019-01-08,active
CLI-00360,Achieve Prep,education,local_business,LH,LH,LH:East Commons,8600.0,0.4,one_off,9,single_screen,low,2022-02-04,active
CLI-00361,Community Clinics,healthcare,regional_chain,LH,LH|ACS,LH:Harborfront|LH:Downtown Core|ACS:Old Orchard|ACS:Southgate Commons,60500.0,0.2,always_on,45,moderate_bundle,medium,2025-08-19,active
CLI-00362,Torque Automotive #406,auto,regional_chain,LH,LH,LH:Cathedral Heights|LH:North Terminus,89000.0,0.26,seasonal,38,moderate_bundle,low,2021-12-09,active
CLI-00363,Highway Dealerships #871,auto,local_business,DAT,DAT,DAT:Harrow Point,16100.0,0.29,one_off,10,single_screen,low,2022-03-06,active
CLI-00364,Cornerstone Homes #470,real_estate,local_business,ACS,ACS,ACS:Brookview,12100.0,0.32,one_off,25,single_screen,medium,2022-07-28,active
CLI-00365,Urban Goods #795,retail,regional_chain,LH,LH|ACS,LH:North Terminus|LH:East Commons|ACS:Maple Grove|ACS:Old Orchard,49900.0,0.25,seasonal,40,moderate_bundle,medium,2021-02-22,active
CLI-00366,Harbor Hospitality Group,hospitality,local_business,DAT,DAT,DAT:Kestrel Heights,11600.0,0.32,seasonal,8,single_screen,low,2021-08-29,active
CLI-00367,Highstreet Mart #335,retail,national_chain,ACS,ACS|LH|DAT,ACS:Sunridge Acres|ACS:Greenhollow|ACS:Southgate Commons|LH:East Commons|LH:Uptown Crescent|LH:Cathedral Heights|DAT:Northbank|DAT:Founders Square|DAT:Ashford Row,96400.0,0.21,one_off,30,heavy_bundle,medium,2023-08-24,active
CLI-00368,Cinema Productions #798,entertainment,regional_chain,ACS,ACS,ACS:Old Orchard|ACS:Fallowfield,15500.0,0.29,seasonal,23,heavy_bundle,medium,2023-01-13,active
CLI-00369,Scholar Education Group,education,local_business,LH,LH,LH:North Terminus,5100.0,0.53,seasonal,29,single_screen,low,2019-07-13,active
CLI-00370,Neon Studios #105,entertainment,regional_chain,LH,LH,LH:Riverside Junction|LH:Financial Row,65300.0,0.2,seasonal,32,moderate_bundle,medium,2022-10-14,lapsed
CLI-00371,Metro Dealerships #243,auto,local_business,DAT,DAT,DAT:Milltown,11200.0,0.36,seasonal,14,single_screen,low,2023-05-05,active
CLI-00372,ByteWorks Solutions,technology,local_business,DAT,DAT,DAT:Central Yard,17400.0,0.47,one_off,16,single_screen,low,2023-01-09,active
CLI-00373,Cinema Media Group #797,entertainment,regional_chain,ACS,ACS,ACS:Fallowfield|ACS:Brookview,40700.0,0.24,quarterly,33,single_screen,high,2024-02-27,active
CLI-00374,Skyline Homes,real_estate,local_business,DAT,DAT,DAT:Northbank,14200.0,0.36,quarterly,18,moderate_bundle,low,2020-07-08,active
CLI-00375,Sterling Financial #909,finance,local_business,DAT,DAT,DAT:Founders Square,15200.0,0.32,seasonal,22,moderate_bundle,low,2021-07-02,active
CLI-00376,Foundation Prep #907,education,local_business,DAT,DAT,DAT:Bellwood,9100.0,0.51,quarterly,19,single_screen,low,2025-03-28,active
CLI-00377,Plaza Inn & Suites,hospitality,local_business,LH,LH,LH:Financial Row,5700.0,0.26,one_off,10,single_screen,medium,2024-09-14,active
CLI-00378,Link Mobile,telecom,national_chain,ACS,ACS|LH,ACS:Brookview|ACS:Old Orchard|ACS:Greenhollow|LH:Riverside Junction|LH:Cathedral Heights|LH:North Terminus,314700.0,0.14,always_on,68,heavy_bundle,high,2021-10-07,active
CLI-00379,Legacy Realty #561,real_estate,local_business,DAT,DAT,DAT:Kestrel Heights,6500.0,0.32,quarterly,16,moderate_bundle,medium,2023-07-02,active
CLI-00380,Nimbus Systems,technology,national_chain,LH,LH|DAT,LH:Financial Row|LH:Downtown Core|LH:Riverside Junction|DAT:Lakeside Loop|DAT:Central Yard|DAT:Union Flats,547300.0,0.09,quarterly,45,heavy_bundle,high,2018-08-26,active
CLI-00381,Vertex Technologies,technology,regional_chain,ACS,ACS,ACS:Maple Grove|ACS:Sunridge Acres,33100.0,0.26,seasonal,43,moderate_bundle,high,2023-10-16,active
CLI-00382,Nova Communications,telecom,national_chain,ACS,ACS|LH|DAT,ACS:Brookview|ACS:Southgate Commons|ACS:Windmere Park|LH:Market Quarter|LH:Riverside Junction|LH:East Commons|DAT:Northbank|DAT:Kestrel Heights|DAT:Harrow Point,136700.0,0.13,one_off,85,heavy_bundle,medium,2025-01-25,active
CLI-00383,Prime Boutique #818,retail,national_chain,ACS,ACS|LH|DAT,ACS:Old Orchard|ACS:Fallowfield|ACS:Windmere Park|LH:Riverside Junction|LH:Market Quarter|LH:Harborfront|DAT:Founders Square|DAT:Ashford Row|DAT:Northbank,288900.0,0.16,always_on,110,moderate_bundle,high,2018-12-16,active
CLI-00384,Landmark Properties #474,real_estate,local_business,LH,LH,LH:Market Quarter,4700.0,0.52,one_off,26,single_screen,low,2026-01-10,active
CLI-00385,Highstreet Outfitters #501,retail,regional_chain,LH,LH|ACS,LH:Financial Row|LH:Downtown Core|ACS:Greenhollow|ACS:Southgate Commons,23900.0,0.26,seasonal,26,moderate_bundle,medium,2024-07-22,active
CLI-00386,Quantum Solutions,technology,local_business,LH,LH,LH:Riverside Junction,8200.0,0.31,seasonal,23,single_screen,low,2022-07-01,active
CLI-00387,Link Telecom,telecom,local_business,LH,LH,LH:Market Quarter,15300.0,0.45,seasonal,12,moderate_bundle,low,2024-12-13,active
CLI-00388,Community Trust,nonprofit,national_chain,DAT,DAT|LH|ACS,DAT:Milltown|DAT:Kestrel Heights|DAT:Founders Square|LH:Financial Row|LH:East Commons|LH:Old Mill District|ACS:Pine Hatch|ACS:Windmere Park|ACS:Fallowfield,119200.0,0.09,always_on,102,heavy_bundle,high,2019-07-07,active
CLI-00389,Cinema Entertainment #688,entertainment,local_business,LH,LH,LH:Riverside Junction,7300.0,0.28,one_off,11,single_screen,medium,2025-09-19,lapsed
CLI-00390,Encore Media Group #829,entertainment,national_chain,ACS,ACS|LH|DAT,ACS:Fallowfield|ACS:Old Orchard|ACS:Sunridge Acres|LH:North Terminus|LH:Financial Row|LH:Riverside Junction|DAT:Lakeside Loop|DAT:Union Flats|DAT:Kestrel Heights,152700.0,0.1,one_off,102,heavy_bundle,high,2025-03-25,active
CLI-00391,Metro Cars #936,auto,local_business,DAT,DAT,DAT:Ashford Row,15900.0,0.33,one_off,29,single_screen,medium,2024-02-02,active
CLI-00392,Fresh Beverages #944,cpg,local_business,ACS,ACS,ACS:Greenhollow,12400.0,0.28,one_off,15,single_screen,medium,2021-10-06,active
CLI-00393,Fresh Foods #833,cpg,local_business,LH,LH,LH:Harborfront,13600.0,0.44,one_off,27,single_screen,low,2023-01-15,active
CLI-00394,Trend Retail Co #865,retail,national_chain,LH,LH|ACS|DAT,LH:North Terminus|LH:Downtown Core|LH:Riverside Junction|ACS:Old Orchard|ACS:Cobblestone Village|ACS:Fallowfield|DAT:Milltown|DAT:Northbank|DAT:Lakeside Loop,260100.0,0.11,always_on,33,moderate_bundle,high,2020-05-14,active
CLI-00395,Cinema Productions #390,entertainment,national_chain,DAT,DAT|LH|ACS,DAT:Ashford Row|DAT:Union Flats|DAT:Bellwood|LH:Market Quarter|LH:North Terminus|LH:Harborfront|ACS:Sunridge Acres|ACS:Southgate Commons|ACS:Old Orchard,228800.0,0.18,seasonal,58,moderate_bundle,high,2022-12-08,active
CLI-00396,Sterling Bank #423,finance,regional_chain,ACS,ACS|DAT,ACS:Sunridge Acres|ACS:Windmere Park|DAT:Northbank|DAT:Ashford Row,73200.0,0.22,seasonal,32,single_screen,medium,2020-09-18,lapsed
CLI-00397,Encore Productions #417,entertainment,local_business,LH,LH,LH:Cathedral Heights,8600.0,0.54,seasonal,13,single_screen,low,2020-08-20,active
CLI-00398,Studio Media Group #726,entertainment,local_business,DAT,DAT,DAT:Milltown,7900.0,0.3,one_off,27,single_screen,low,2022-07-05,active
CLI-00399,Pure Brands #334,cpg,national_chain,ACS,ACS|LH|DAT,ACS:Pine Hatch|ACS:Fallowfield|ACS:Maple Grove|LH:East Commons|LH:Uptown Crescent|LH:Old Mill District|DAT:Northbank|DAT:Bellwood|DAT:Kestrel Heights,141500.0,0.14,always_on,118,heavy_bundle,high,2023-01-17,active
CLI-00400,Fresh Brands #797,cpg,regional_chain,ACS,ACS|LH,ACS:Fallowfield|ACS:Old Orchard|LH:Riverside Junction|LH:Financial Row,62500.0,0.22,seasonal,24,heavy_bundle,medium,2025-12-17,active
CLI-00401,Family Health Group #528,healthcare,local_business,LH,LH,LH:East Commons,8300.0,0.5,seasonal,29,single_screen,low,2023-01-06,active
CLI-00402,Corner Outfitters #707,retail,regional_chain,DAT,DAT,DAT:Ashford Row|DAT:Founders Square,58100.0,0.22,quarterly,36,moderate_bundle,high,2022-08-16,active
CLI-00403,Core Technologies #287,technology,local_business,DAT,DAT,DAT:Northbank,7200.0,0.37,one_off,25,moderate_bundle,low,2023-08-09,active
CLI-00404,Community Health Group #274,healthcare,local_business,ACS,ACS,ACS:Cobblestone Village,3500.0,0.39,quarterly,22,moderate_bundle,medium,2021-05-10,active
CLI-00405,Studio Media Group #411,entertainment,local_business,LH,LH,LH:Financial Row,8000.0,0.54,always_on,23,single_screen,low,2021-03-27,active
CLI-00406,Meridian Capital Partners #282,finance,regional_chain,LH,LH|DAT,LH:Riverside Junction|LH:Downtown Core|DAT:Ashford Row|DAT:Harrow Point,68100.0,0.18,one_off,24,moderate_bundle,high,2021-12-30,active
CLI-00407,Harbor Properties #132,real_estate,national_chain,LH,LH|ACS|DAT,LH:Old Mill District|LH:Cathedral Heights|LH:Riverside Junction|ACS:Maple Grove|ACS:Old Orchard|ACS:Southgate Commons|DAT:Ashford Row|DAT:Union Flats|DAT:Central Yard,316700.0,0.17,one_off,82,moderate_bundle,high,2024-02-03,active
CLI-00408,Daily Beverages #465,cpg,regional_chain,DAT,DAT|LH,DAT:Union Flats|DAT:Bellwood|LH:North Terminus|LH:Riverside Junction,38100.0,0.18,quarterly,35,moderate_bundle,medium,2025-01-06,active
CLI-00409,Quantum Software #915,technology,local_business,LH,LH,LH:Harborfront,17500.0,0.48,seasonal,12,single_screen,low,2025-05-21,active
CLI-00410,Plaza Resorts,hospitality,regional_chain,ACS,ACS|DAT,ACS:Old Orchard|ACS:Greenhollow|DAT:Kestrel Heights|DAT:Lakeside Loop,30500.0,0.21,quarterly,47,heavy_bundle,medium,2020-12-21,active
CLI-00411,Daily Brands #781,cpg,local_business,LH,LH,LH:Uptown Crescent,11300.0,0.3,quarterly,13,moderate_bundle,low,2024-03-23,active
CLI-00412,Corner Mart #678,retail,regional_chain,ACS,ACS,ACS:Windmere Park|ACS:Cobblestone Village,52300.0,0.31,quarterly,22,moderate_bundle,medium,2021-11-16,active
CLI-00413,Capital Financial #486,finance,local_business,DAT,DAT,DAT:Kestrel Heights,12200.0,0.55,quarterly,19,single_screen,low,2025-08-28,active
CLI-00414,Legacy Real Estate Group #772,real_estate,local_business,DAT,DAT,DAT:Northbank,14400.0,0.5,one_off,18,moderate_bundle,low,2024-12-20,active
CLI-00415,Encore Productions #191,entertainment,regional_chain,ACS,ACS,ACS:Pine Hatch|ACS:Windmere Park,52400.0,0.15,seasonal,27,moderate_bundle,medium,2026-07-29,active
CLI-00416,Vertex Software #537,technology,national_chain,ACS,ACS|LH,ACS:Maple Grove|ACS:Sunridge Acres|ACS:Southgate Commons|LH:Downtown Core|LH:Harborfront|LH:East Commons,151400.0,0.13,always_on,116,heavy_bundle,high,2018-10-31,active
CLI-00417,Regency Resorts,hospitality,regional_chain,LH,LH,LH:Harborfront|LH:Riverside Junction,26500.0,0.26,always_on,60,single_screen,medium,2021-03-20,active
CLI-00418,ByteWorks Technologies #443,technology,local_business,DAT,DAT,DAT:Harrow Point,17100.0,0.29,seasonal,30,moderate_bundle,low,2022-06-19,active
CLI-00419,Cinema Live Events #786,entertainment,local_business,LH,LH,LH:Downtown Core,7500.0,0.36,one_off,29,single_screen,low,2025-01-15,lapsed
CLI-00420,Connect Telecom,telecom,regional_chain,DAT,DAT,DAT:Ashford Row|DAT:Lakeside Loop,23800.0,0.25,quarterly,31,moderate_bundle,high,2025-03-22,active
CLI-00421,Vertex Systems #594,technology,regional_chain,DAT,DAT|LH,DAT:Kestrel Heights|DAT:Harrow Point|LH:Downtown Core|LH:Harborfront,75400.0,0.32,one_off,38,heavy_bundle,medium,2022-06-15,active
CLI-00422,Capital Advisors #160,finance,local_business,LH,LH,LH:Downtown Core,9900.0,0.41,one_off,11,single_screen,medium,2025-06-16,active
CLI-00423,Nimbus Software #696,technology,local_business,LH,LH,LH:Downtown Core,12600.0,0.3,one_off,15,single_screen,low,2019-06-01,active
CLI-00424,Harbor Lodging #709,hospitality,local_business,ACS,ACS,ACS:Maple Grove,14100.0,0.42,one_off,12,single_screen,low,2022-11-27,active
CLI-00425,Grand Lodging,hospitality,national_chain,ACS,ACS|LH|DAT,ACS:Windmere Park|ACS:Sunridge Acres|ACS:Greenhollow|LH:Uptown Crescent|LH:Riverside Junction|LH:East Commons|DAT:Union Flats|DAT:Northbank|DAT:Lakeside Loop,148800.0,0.16,quarterly,55,moderate_bundle,high,2018-04-30,active
CLI-00426,Plaza Hospitality Group #551,hospitality,regional_chain,DAT,DAT,DAT:Central Yard|DAT:Northbank,35600.0,0.22,seasonal,58,single_screen,low,2023-02-25,active
CLI-00427,Daily Beverages #123,cpg,local_business,LH,LH,LH:North Terminus,8100.0,0.34,seasonal,19,single_screen,low,2025-03-30,active
CLI-00428,Fresh Brands #108,cpg,local_business,LH,LH,LH:Cathedral Heights,4300.0,0.25,one_off,25,single_screen,low,2023-05-02,active
CLI-00429,Fresh Foods #797,cpg,local_business,ACS,ACS,ACS:Southgate Commons,8100.0,0.28,one_off,11,single_screen,medium,2020-09-05,active
CLI-00430,Care Wellness Center #308,healthcare,regional_chain,ACS,ACS,ACS:Greenhollow|ACS:Old Orchard,33100.0,0.31,quarterly,52,moderate_bundle,medium,2020-11-14,active
CLI-00431,County of Services,government,local_business,DAT,DAT,DAT:Ashford Row,4900.0,0.38,one_off,14,single_screen,low,2021-10-20,active
CLI-00432,Urban Mart #354,retail,local_business,LH,LH,LH:Old Mill District,6100.0,0.34,quarterly,13,single_screen,low,2022-02-14,active
