poi_id,city_id,city_zone,name,poi_type,scale,est_daily_footfall,anchor_location_id,distance_to_location_km,distance_to_location_mi,is_network_hub,side_of_road,peak_daypart
ACS-POI-0096,ACS,Fallowfield,Fallowfield Mall,shopping_mall,minor,528,ACS-LOC-0140,0.199,0.124,False,far_side,midday
ACS-POI-0097,ACS,Maple Grove,Maple Grove Mall,shopping_mall,minor,801,ACS-LOC-0067,0.178,0.111,True,near_side,evening
ACS-POI-0098,ACS,Maple Grove,Grand Tech Campus,corporate_campus,neighborhood,1933,ACS-LOC-0067,0.326,0.203,True,far_side,evening
ACS-POI-0099,ACS,Old Orchard,Parkview Old Mall,shopping_mall,neighborhood,663,ACS-LOC-0018,0.283,0.176,True,far_side,afternoon
ACS-POI-0100,ACS,Old Orchard,Parkview Apartments,residential_tower,minor,214,ACS-LOC-0018,0.093,0.058,True,near_side,midday
ACS-POI-0101,ACS,Old Orchard,Old Orchard Plaza,tourist_landmark,flagship,5733,ACS-LOC-0018,0.211,0.131,True,near_side,afternoon
ACS-POI-0102,ACS,Old Orchard,South Old Theater Row,entertainment_district,minor,256,ACS-LOC-0018,0.092,0.057,True,far_side,evening
ACS-POI-0103,ACS,Old Orchard,Summit Galleria,shopping_mall,minor,177,ACS-LOC-0008,0.071,0.044,True,far_side,evening
ACS-POI-0104,ACS,Old Orchard,Stone General Hospital,hospital,minor,131,ACS-LOC-0008,0.197,0.122,True,near_side,night
ACS-POI-0105,ACS,Old Orchard,Riverside Old Fresh Market,grocery_anchor,neighborhood,652,ACS-LOC-0008,0.032,0.02,True,near_side,afternoon
ACS-POI-0106,ACS,Old Orchard,Summit Corporate Center,office_park,major,1672,ACS-LOC-0114,0.478,0.297,False,far_side,evening
ACS-POI-0107,ACS,Greenhollow,South Greenhollow Nightlife Quarter,entertainment_district,minor,391,ACS-LOC-0212,0.138,0.086,False,near_side,evening
ACS-POI-0108,ACS,Southgate Commons,Stone Southgate Apartments,residential_tower,major,2758,ACS-LOC-0065,0.575,0.357,False,near_side,morning
ACS-POI-0109,ACS,Pine Hatch,Heritage Office Commons,office_park,minor,127,ACS-LOC-0083,0.27,0.168,False,near_side,morning
ACS-POI-0110,ACS,Maple Grove,Harbor Maple Office Commons,office_park,minor,708,ACS-LOC-0027,0.185,0.115,True,near_side,afternoon
ACS-POI-0111,ACS,Maple Grove,Harbor Corporate Campus,corporate_campus,neighborhood,1635,ACS-LOC-0027,0.133,0.083,True,near_side,afternoon
ACS-POI-0112,ACS,Pine Hatch,Cedar Pine Shopping Center,shopping_mall,minor,459,ACS-LOC-0053,0.165,0.103,False,near_side,afternoon
ACS-POI-0113,ACS,Brookview,Brookview General Hospital,hospital,neighborhood,636,ACS-LOC-0020,0.297,0.185,False,far_side,midday
ACS-POI-0114,ACS,Brookview,Heritage Fresh Market,grocery_anchor,neighborhood,504,ACS-LOC-0020,0.427,0.265,False,near_side,midday
ACS-POI-0115,ACS,Southgate Commons,Union General Hospital,hospital,neighborhood,1238,ACS-LOC-0125,0.424,0.263,False,far_side,afternoon
ACS-POI-0116,ACS,Maple Grove,Cedar Office Commons,office_park,neighborhood,2654,ACS-LOC-0217,0.141,0.088,True,near_side,evening
ACS-POI-0117,ACS,Maple Grove,Ivy Grocery & Provisions,grocery_anchor,neighborhood,2981,ACS-LOC-0217,0.072,0.045,True,near_side,evening
ACS-POI-0118,ACS,Maple Grove,Maple Grove Grocery & Provisions,grocery_anchor,major,11776,ACS-LOC-0057,0.333,0.207,True,near_side,afternoon
ACS-POI-0119,ACS,Maple Grove,South Maple Shopping Center,shopping_mall,minor,960,ACS-LOC-0057,0.209,0.13,True,far_side,evening
ACS-POI-0120,ACS,Cobblestone Village,Cobblestone Village Shopping Center,shopping_mall,neighborhood,855,ACS-LOC-0191,0.349,0.217,False,near_side,morning
ACS-POI-0121,ACS,Old Orchard,Crescent Mall,shopping_mall,major,2220,ACS-LOC-0164,0.508,0.316,False,near_side,evening
ACS-POI-0122,ACS,Fallowfield,Landmark Fallowfield College,university,minor,469,ACS-LOC-0180,0.288,0.179,False,far_side,midday
ACS-POI-0123,ACS,Fallowfield,Fallowfield Grocery & Provisions,grocery_anchor,minor,589,ACS-LOC-0090,0.121,0.075,False,near_side,evening
ACS-POI-0124,ACS,Windmere Park,Windmere Park Fresh Market,grocery_anchor,neighborhood,1040,ACS-LOC-0228,0.239,0.149,False,far_side,midday
ACS-POI-0125,ACS,Southgate Commons,Union Southgate Corporate Center,office_park,neighborhood,1083,ACS-LOC-0135,0.486,0.302,False,near_side,evening
ACS-POI-0126,ACS,Sunridge Acres,Ivy Business Park,office_park,major,1797,ACS-LOC-0239,0.707,0.439,False,far_side,morning
ACS-POI-0127,ACS,Windmere Park,Union Residences,residential_tower,minor,295,ACS-LOC-0088,0.176,0.109,False,far_side,evening
ACS-POI-0128,ACS,Old Orchard,Landmark Old Historic District,tourist_landmark,neighborhood,672,ACS-LOC-0174,0.417,0.259,False,near_side,afternoon
ACS-POI-0129,ACS,Sunridge Acres,Landmark Sunridge Corporate Campus,corporate_campus,flagship,2686,ACS-LOC-0219,0.426,0.265,False,far_side,evening
ACS-POI-0130,ACS,Fallowfield,Crescent Grocery & Provisions,grocery_anchor,neighborhood,951,ACS-LOC-0080,0.456,0.283,False,far_side,morning
ACS-POI-0131,ACS,Brookview,Metro Brookview Towers,residential_tower,neighborhood,653,ACS-LOC-0106,0.235,0.146,False,near_side,evening
ACS-POI-0132,ACS,Southgate Commons,Union Office Commons,office_park,flagship,4680,ACS-LOC-0145,0.761,0.473,False,near_side,midday
ACS-POI-0133,ACS,Maple Grove,Riverside Corporate Center,office_park,minor,1156,ACS-LOC-0187,0.022,0.014,True,near_side,afternoon
ACS-POI-0134,ACS,Maple Grove,Maple Grove Grand Hotel,hotel_convention,minor,403,ACS-LOC-0187,0.031,0.019,True,far_side,afternoon
ACS-POI-0135,ACS,Windmere Park,Windmere Park Towers,residential_tower,neighborhood,1107,ACS-LOC-0022,0.066,0.041,True,near_side,morning
ACS-POI-0136,ACS,Windmere Park,Founders Windmere Theater Row,entertainment_district,minor,180,ACS-LOC-0022,0.055,0.034,True,near_side,night
ACS-POI-0137,ACS,Windmere Park,Windmere Park General Hospital,hospital,neighborhood,1734,ACS-LOC-0022,0.056,0.035,True,near_side,morning
ACS-POI-0138,ACS,Southgate Commons,Cedar Southgate Market,grocery_anchor,minor,101,ACS-LOC-0205,0.144,0.089,False,far_side,afternoon
ACS-POI-0139,ACS,Sunridge Acres,Harbor Corporate Campus,corporate_campus,minor,75,ACS-LOC-0109,0.056,0.035,False,far_side,evening
ACS-POI-0140,ACS,Pine Hatch,Metro Pine Mall,shopping_mall,minor,133,ACS-LOC-0007,0.165,0.103,True,far_side,morning
ACS-POI-0141,ACS,Pine Hatch,Grand Entertainment District,entertainment_district,neighborhood,617,ACS-LOC-0007,0.057,0.035,True,near_side,midday
ACS-POI-0142,ACS,Pine Hatch,Riverside Pine Business Park,office_park,minor,188,ACS-LOC-0007,0.19,0.118,True,near_side,morning
ACS-POI-0143,ACS,Old Orchard,Parkview Old Civic Center,government_building,minor,134,ACS-LOC-0214,0.065,0.04,False,near_side,afternoon
ACS-POI-0144,ACS,Fallowfield,Heritage Institute of Technology,university,minor,514,ACS-LOC-0030,0.168,0.104,False,far_side,night
ACS-POI-0145,ACS,Windmere Park,Heritage Windmere Shopping Center,shopping_mall,major,2864,ACS-LOC-0258,0.453,0.281,False,far_side,afternoon
ACS-POI-0146,ACS,Old Orchard,Metro College,university,major,1707,ACS-LOC-0124,0.366,0.227,False,near_side,morning
ACS-POI-0147,ACS,Fallowfield,Fallowfield Nightlife Quarter,entertainment_district,neighborhood,1505,ACS-LOC-0100,0.2,0.124,False,near_side,night
ACS-POI-0148,ACS,Greenhollow,Greenhollow Shopping Center,shopping_mall,neighborhood,1737,ACS-LOC-0192,0.177,0.11,False,far_side,afternoon
ACS-POI-0149,ACS,Fallowfield,Landmark Institute of Technology,university,major,5736,ACS-LOC-0170,0.433,0.269,False,far_side,morning
ACS-POI-0150,ACS,Windmere Park,Metro Apartments,residential_tower,neighborhood,1610,ACS-LOC-0248,0.086,0.053,False,near_side,evening
ACS-POI-0151,ACS,Cobblestone Village,Cobblestone Village Galleria,shopping_mall,minor,356,ACS-LOC-0061,0.187,0.116,False,far_side,midday
ACS-POI-0152,ACS,Windmere Park,Windmere Park Towers,residential_tower,minor,371,ACS-LOC-0218,0.096,0.06,False,far_side,evening
ACS-POI-0153,ACS,Fallowfield,Union Market,grocery_anchor,major,4198,ACS-LOC-0004,0.121,0.075,True,near_side,midday
ACS-POI-0154,ACS,Fallowfield,Fallowfield Mall,shopping_mall,minor,549,ACS-LOC-0004,0.111,0.069,True,near_side,midday
ACS-POI-0155,ACS,Fallowfield,Fallowfield Residences,residential_tower,minor,169,ACS-LOC-0004,0.027,0.017,True,far_side,evening
ACS-POI-0156,ACS,Fallowfield,Fallowfield University,university,minor,373,ACS-LOC-0004,0.064,0.04,True,near_side,evening
ACS-POI-0157,ACS,Fallowfield,Heritage Fallowfield Galleria,shopping_mall,major,4180,ACS-LOC-0220,0.697,0.433,False,near_side,morning
ACS-POI-0158,ACS,Fallowfield,Landmark Fallowfield Mall,shopping_mall,neighborhood,1873,ACS-LOC-0250,0.261,0.162,False,near_side,evening
ACS-POI-0159,ACS,Greenhollow,Greenhollow General Hospital,hospital,minor,487,ACS-LOC-0112,0.18,0.112,False,near_side,evening
ACS-POI-0160,ACS,Maple Grove,Maple Grove Business Park,office_park,neighborhood,3432,ACS-LOC-0177,0.272,0.169,True,near_side,morning
ACS-POI-0161,ACS,Maple Grove,Maple Grove Gallery,museum,neighborhood,3648,ACS-LOC-0177,0.027,0.017,True,far_side,midday
ACS-POI-0162,ACS,Cobblestone Village,Riverside Civic Center,government_building,neighborhood,890,ACS-LOC-0171,0.145,0.09,False,near_side,morning
ACS-POI-0163,ACS,Greenhollow,North Greenhollow Historic District,tourist_landmark,major,3153,ACS-LOC-0102,0.477,0.296,False,near_side,afternoon
ACS-POI-0164,ACS,Fallowfield,Ivy Fallowfield Shopping Center,shopping_mall,neighborhood,1855,ACS-LOC-0040,0.306,0.19,False,far_side,afternoon
ACS-POI-0165,ACS,Greenhollow,Cedar Greenhollow Mall,shopping_mall,neighborhood,1900,ACS-LOC-0232,0.127,0.079,False,near_side,evening
ACS-POI-0166,ACS,Old Orchard,Old Orchard Nightlife Quarter,entertainment_district,minor,100,ACS-LOC-0054,0.198,0.123,False,far_side,midday
ACS-POI-0167,ACS,Cobblestone Village,Cobblestone Village Galleria,shopping_mall,neighborhood,1249,ACS-LOC-0015,0.379,0.235,False,near_side,evening
ACS-POI-0168,ACS,Cobblestone Village,Cobblestone Village Civic Center,government_building,neighborhood,1971,ACS-LOC-0015,0.28,0.174,False,near_side,morning
ACS-POI-0169,ACS,Brookview,Founders Brookview Towers,residential_tower,neighborhood,795,ACS-LOC-0136,0.177,0.11,False,near_side,morning
ACS-POI-0170,ACS,Southgate Commons,Summit Southgate Corporate Center,office_park,major,1302,ACS-LOC-0085,0.592,0.368,False,far_side,afternoon
ACS-POI-0171,ACS,Brookview,Central Civic Center,government_building,neighborhood,775,ACS-LOC-0246,0.41,0.255,False,far_side,evening
ACS-POI-0172,ACS,Cobblestone Village,Riverside Fresh Market,grocery_anchor,minor,332,ACS-LOC-0005,0.098,0.061,True,near_side,evening
ACS-POI-0173,ACS,Cobblestone Village,Parkview Shopping Center,shopping_mall,minor,311,ACS-LOC-0005,0.069,0.043,True,near_side,evening
ACS-POI-0174,ACS,Cobblestone Village,North Cobblestone Nightlife Quarter,entertainment_district,major,3814,ACS-LOC-0005,0.183,0.114,True,far_side,evening
ACS-POI-0175,ACS,Maple Grove,Maple Grove Galleria,shopping_mall,neighborhood,1296,ACS-LOC-0147,0.28,0.174,True,near_side,afternoon
ACS-POI-0176,ACS,Maple Grove,Maple Grove Office Commons,office_park,minor,278,ACS-LOC-0147,0.19,0.118,True,near_side,morning
ACS-POI-0177,ACS,Maple Grove,Founders Maple Museum,museum,neighborhood,3971,ACS-LOC-0137,0.298,0.185,True,near_side,afternoon
ACS-POI-0178,ACS,Maple Grove,Riverside Maple Mall,shopping_mall,minor,790,ACS-LOC-0137,0.165,0.103,True,near_side,afternoon
ACS-POI-0179,ACS,Brookview,Parkview Shopping Center,shopping_mall,minor,128,ACS-LOC-0126,0.184,0.114,False,near_side,evening
ACS-POI-0180,ACS,Brookview,Brookview Galleria,shopping_mall,major,2762,ACS-LOC-0156,0.408,0.254,False,near_side,afternoon
ACS-POI-0181,ACS,Greenhollow,Greenhollow Medical Center,hospital,major,4693,ACS-LOC-0172,0.432,0.268,False,near_side,midday
ACS-POI-0182,ACS,Brookview,Central Brookview Health Pavilion,hospital,minor,57,ACS-LOC-0256,0.291,0.181,False,far_side,evening
ACS-POI-0183,ACS,Maple Grove,Maple Grove Office Commons,office_park,neighborhood,4362,ACS-LOC-0077,0.138,0.086,True,far_side,morning
ACS-POI-0184,ACS,Maple Grove,Parkview Gallery,museum,flagship,29293,ACS-LOC-0077,0.786,0.488,True,far_side,midday
ACS-POI-0185,ACS,Pine Hatch,Central Plaza,tourist_landmark,major,3446,ACS-LOC-0163,0.322,0.2,False,far_side,afternoon
ACS-POI-0186,ACS,Greenhollow,Metro Greenhollow Business Park,office_park,minor,373,ACS-LOC-0042,0.136,0.085,False,far_side,evening
ACS-POI-0187,ACS,Greenhollow,Grand Greenhollow Entertainment District,entertainment_district,major,4181,ACS-LOC-0242,0.61,0.379,False,near_side,evening
ACS-POI-0188,ACS,Pine Hatch,Cedar Health Pavilion,hospital,minor,440,ACS-LOC-0223,0.058,0.036,False,near_side,afternoon
ACS-POI-0189,ACS,Sunridge Acres,Sunridge Acres Office Commons,office_park,neighborhood,792,ACS-LOC-0149,0.391,0.243,False,far_side,morning
ACS-POI-0190,ACS,Southgate Commons,Southgate Commons Market,grocery_anchor,minor,134,ACS-LOC-0215,0.212,0.132,False,far_side,evening
ACS-POI-0191,ACS,Sunridge Acres,Grand Sunridge Headquarters Campus,corporate_campus,neighborhood,545,ACS-LOC-0039,0.422,0.262,False,far_side,morning
ACS-POI-0192,ACS,Maple Grove,Maple Grove Grand Hotel,hotel_convention,major,7968,ACS-LOC-0117,0.191,0.119,True,far_side,morning
ACS-POI-0193,ACS,Maple Grove,Maple Grove Office Commons,office_park,major,11685,ACS-LOC-0117,0.145,0.09,True,far_side,morning
ACS-POI-0194,ACS,Pine Hatch,Crescent Pine Office Commons,office_park,neighborhood,858,ACS-LOC-0133,0.125,0.078,False,far_side,evening
ACS-POI-0195,ACS,Greenhollow,Summit Towers,residential_tower,major,5965,ACS-LOC-0122,0.52,0.323,False,far_side,morning
ACS-POI-0196,ACS,Brookview,Stone Brookview Fresh Market,grocery_anchor,major,1566,ACS-LOC-0086,0.283,0.176,False,far_side,evening
ACS-POI-0197,ACS,Brookview,Brookview Health Pavilion,hospital,major,1880,ACS-LOC-0036,0.71,0.441,False,far_side,midday
ACS-POI-0198,ACS,Brookview,Brookview General Hospital,hospital,major,1159,ACS-LOC-0010,0.226,0.14,True,near_side,night
ACS-POI-0199,ACS,Brookview,Central Corporate Center,office_park,neighborhood,576,ACS-LOC-0010,0.343,0.213,True,far_side,morning
ACS-POI-0200,ACS,Brookview,Cedar Brookview Theater Row,entertainment_district,neighborhood,671,ACS-LOC-0010,0.327,0.203,True,far_side,afternoon
ACS-POI-0201,ACS,Pine Hatch,Pine Hatch Fresh Market,grocery_anchor,neighborhood,988,ACS-LOC-0183,0.49,0.304,False,near_side,night
ACS-POI-0202,ACS,Maple Grove,Heritage Maple Grocery & Provisions,grocery_anchor,minor,822,ACS-LOC-0011,0.233,0.145,False,near_side,midday
ACS-POI-0203,ACS,Maple Grove,South Business Park,office_park,minor,969,ACS-LOC-0011,0.062,0.039,False,far_side,evening
ACS-POI-0204,ACS,Sunridge Acres,Sunridge Acres Business Park,office_park,neighborhood,294,ACS-LOC-0129,0.152,0.094,False,far_side,midday
ACS-POI-0205,ACS,Greenhollow,Metro Grocery & Provisions,grocery_anchor,minor,381,ACS-LOC-0182,0.158,0.098,False,far_side,evening
ACS-POI-0206,ACS,Cobblestone Village,Summit Galleria,shopping_mall,neighborhood,2540,ACS-LOC-0131,0.382,0.237,False,far_side,afternoon
ACS-POI-0207,ACS,Southgate Commons,Southgate Commons Residences,residential_tower,neighborhood,722,ACS-LOC-0155,0.066,0.041,False,far_side,evening
ACS-POI-0208,ACS,Cobblestone Village,Union Entertainment District,entertainment_district,minor,391,ACS-LOC-0051,0.185,0.115,False,far_side,night
ACS-POI-0209,ACS,Southgate Commons,Cedar Southgate Market,grocery_anchor,minor,194,ACS-LOC-0235,0.196,0.122,False,near_side,evening
ACS-POI-0210,ACS,Old Orchard,Union Residences,residential_tower,neighborhood,1031,ACS-LOC-0254,0.5,0.311,False,far_side,evening
ACS-POI-0211,ACS,Pine Hatch,Pine Hatch Office Commons,office_park,neighborhood,1695,ACS-LOC-0143,0.38,0.236,False,near_side,afternoon
ACS-POI-0212,ACS,Maple Grove,Harbor Maple Corporate Center,office_park,minor,311,ACS-LOC-0087,0.181,0.112,True,near_side,evening
ACS-POI-0213,ACS,Maple Grove,Union Maple Grocery & Provisions,grocery_anchor,major,6739,ACS-LOC-0087,0.461,0.286,True,far_side,evening
ACS-POI-0214,ACS,Brookview,Brookview Mall,shopping_mall,neighborhood,436,ACS-LOC-0096,0.239,0.149,False,near_side,afternoon
ACS-POI-0215,ACS,Windmere Park,South Theater Row,entertainment_district,minor,304,ACS-LOC-0208,0.139,0.086,False,near_side,evening
ACS-POI-0216,ACS,Old Orchard,South Medical Center,hospital,minor,270,ACS-LOC-0234,0.168,0.104,False,far_side,morning
ACS-POI-0217,ACS,Pine Hatch,Pine Hatch Municipal Building,government_building,neighborhood,747,ACS-LOC-0033,0.09,0.056,False,far_side,afternoon
ACS-POI-0218,ACS,Cobblestone Village,South Cobblestone Theater Row,entertainment_district,neighborhood,2715,ACS-LOC-0031,0.271,0.168,False,near_side,evening
ACS-POI-0219,ACS,Maple Grove,Maple Grove Hotel & Conference Center,hotel_convention,neighborhood,1469,ACS-LOC-0157,0.185,0.115,True,near_side,evening
ACS-POI-0220,ACS,Maple Grove,Maple Grove Corporate Center,office_park,major,7621,ACS-LOC-0157,0.412,0.256,True,near_side,evening
ACS-POI-0221,ACS,Fallowfield,Crescent Institute of Technology,university,minor,538,ACS-LOC-0160,0.079,0.049,False,near_side,night
ACS-POI-0222,ACS,Greenhollow,Ivy Greenhollow Fresh Market,grocery_anchor,flagship,10436,ACS-LOC-0072,0.164,0.102,False,far_side,afternoon
ACS-POI-0223,ACS,Cobblestone Village,Ivy Nightlife Quarter,entertainment_district,neighborhood,2081,ACS-LOC-0141,0.488,0.303,False,near_side,evening
ACS-POI-0224,ACS,Maple Grove,Union Corporate Center,office_park,major,4619,ACS-LOC-0237,0.545,0.339,True,far_side,morning
ACS-POI-0225,ACS,Maple Grove,Maple Grove Corporate Campus,corporate_campus,neighborhood,3265,ACS-LOC-0237,0.28,0.174,True,near_side,morning
ACS-POI-0226,ACS,Maple Grove,South Headquarters Campus,corporate_campus,minor,945,ACS-LOC-0207,0.1,0.062,True,near_side,morning
ACS-POI-0227,ACS,Maple Grove,Maple Grove Office Commons,office_park,neighborhood,3079,ACS-LOC-0207,0.295,0.183,True,near_side,morning
ACS-POI-0228,ACS,Cobblestone Village,Landmark Cobblestone Residences,residential_tower,neighborhood,1945,ACS-LOC-0231,0.167,0.104,False,near_side,afternoon
ACS-POI-0229,ACS,Southgate Commons,Stone Southgate Shopping Center,shopping_mall,neighborhood,585,ACS-LOC-0019,0.233,0.145,True,far_side,midday
ACS-POI-0230,ACS,Southgate Commons,Founders Southgate Entertainment District,entertainment_district,neighborhood,486,ACS-LOC-0019,0.259,0.161,True,near_side,evening
ACS-POI-0231,ACS,Southgate Commons,Union Southgate Medical Center,hospital,minor,156,ACS-LOC-0019,0.131,0.081,True,far_side,afternoon
ACS-POI-0232,ACS,Pine Hatch,Heritage Health Pavilion,hospital,minor,458,ACS-LOC-0193,0.208,0.129,False,far_side,evening
ACS-POI-0233,ACS,Greenhollow,Greenhollow Nightlife Quarter,entertainment_district,minor,478,ACS-LOC-0142,0.056,0.035,False,near_side,evening
ACS-POI-0234,ACS,Pine Hatch,Heritage Pine Entertainment District,entertainment_district,major,2146,ACS-LOC-0093,0.113,0.07,False,far_side,evening
ACS-POI-0235,ACS,Fallowfield,Fallowfield College,university,major,4102,ACS-LOC-0050,0.532,0.331,False,near_side,morning
ACS-POI-0236,ACS,Old Orchard,Metro Corporate Center,office_park,minor,183,ACS-LOC-0244,0.271,0.168,False,far_side,evening
ACS-POI-0237,ACS,Brookview,Metro Civic Center,government_building,neighborhood,635,ACS-LOC-0146,0.426,0.265,False,near_side,morning
ACS-POI-0238,ACS,Fallowfield,Metro Fallowfield Entertainment District,entertainment_district,neighborhood,1912,ACS-LOC-0014,0.253,0.157,True,far_side,evening
ACS-POI-0239,ACS,Fallowfield,Fallowfield University,university,neighborhood,2071,ACS-LOC-0014,0.059,0.037,True,near_side,night
ACS-POI-0240,ACS,Fallowfield,Stone Fallowfield Fresh Market,grocery_anchor,neighborhood,1521,ACS-LOC-0014,0.046,0.029,True,near_side,evening
ACS-POI-0241,ACS,Fallowfield,Fallowfield Towers,residential_tower,neighborhood,1956,ACS-LOC-0014,0.194,0.121,True,far_side,morning
ACS-POI-0242,ACS,Sunridge Acres,Grand Sunridge Galleria,shopping_mall,minor,162,ACS-LOC-0249,0.211,0.131,False,far_side,afternoon
ACS-POI-0243,ACS,Windmere Park,Union Galleria,shopping_mall,neighborhood,2083,ACS-LOC-0012,0.107,0.066,False,near_side,evening
ACS-POI-0244,ACS,Windmere Park,North Windmere Grocery & Provisions,grocery_anchor,minor,553,ACS-LOC-0012,0.244,0.152,False,far_side,night
ACS-POI-0245,ACS,Brookview,Founders Health Pavilion,hospital,minor,217,ACS-LOC-0186,0.108,0.067,False,near_side,evening
ACS-POI-0246,ACS,Old Orchard,Old Orchard Health Pavilion,hospital,neighborhood,447,ACS-LOC-0104,0.286,0.178,False,far_side,afternoon
ACS-POI-0247,ACS,Old Orchard,Union Old Corporate Center,office_park,minor,73,ACS-LOC-0094,0.17,0.106,False,near_side,evening
ACS-POI-0248,ACS,Windmere Park,Grand Windmere Apartments,residential_tower,major,4053,ACS-LOC-0068,0.465,0.289,False,far_side,morning
ACS-POI-0249,ACS,Southgate Commons,Stone Southgate Nightlife Quarter,entertainment_district,minor,146,ACS-LOC-0035,0.138,0.086,False,near_side,night
ACS-POI-0250,ACS,Cobblestone Village,Cobblestone Village Grocery & Provisions,grocery_anchor,major,6534,ACS-LOC-0111,0.759,0.472,False,near_side,afternoon
ACS-POI-0251,ACS,Pine Hatch,Pine Hatch College,university,minor,526,ACS-LOC-0243,0.178,0.111,False,far_side,afternoon
ACS-POI-0252,ACS,Sunridge Acres,Stone Tech Campus,corporate_campus,minor,163,ACS-LOC-0003,0.061,0.038,True,near_side,afternoon
ACS-POI-0253,ACS,Sunridge Acres,Union Shopping Center,shopping_mall,major,1716,ACS-LOC-0003,0.266,0.165,True,near_side,afternoon
ACS-POI-0254,ACS,Sunridge Acres,Ivy Sunridge Gallery,museum,neighborhood,539,ACS-LOC-0003,0.193,0.12,True,far_side,afternoon
ACS-POI-0255,ACS,Sunridge Acres,North Hotel & Conference Center,hotel_convention,neighborhood,579,ACS-LOC-0003,0.164,0.102,True,far_side,afternoon
ACS-POI-0256,ACS,Windmere Park,Windmere Park Medical Center,hospital,neighborhood,1271,ACS-LOC-0138,0.485,0.301,False,near_side,afternoon
ACS-POI-0257,ACS,Maple Grove,Maple Grove Corporate Center,office_park,neighborhood,4241,ACS-LOC-0257,0.057,0.035,True,far_side,morning
ACS-POI-0258,ACS,Maple Grove,Landmark Corporate Campus,corporate_campus,major,5649,ACS-LOC-0257,0.246,0.153,True,far_side,morning
ACS-POI-0259,ACS,Cobblestone Village,Landmark Mall,shopping_mall,neighborhood,873,ACS-LOC-0121,0.45,0.28,False,far_side,midday
ACS-POI-0260,ACS,Pine Hatch,Pine Hatch Towers,residential_tower,major,2138,ACS-LOC-0173,0.437,0.272,False,near_side,afternoon
ACS-POI-0261,ACS,Windmere Park,South Windmere Entertainment District,entertainment_district,minor,166,ACS-LOC-0168,0.059,0.037,False,far_side,night
ACS-POI-0262,ACS,Pine Hatch,Pine Hatch Theater Row,entertainment_district,minor,386,ACS-LOC-0153,0.135,0.084,False,near_side,evening
ACS-POI-0263,ACS,Maple Grove,Metro Maple Civic Center,government_building,minor,914,ACS-LOC-0127,0.125,0.078,True,far_side,afternoon
ACS-POI-0264,ACS,Maple Grove,Maple Grove Hotel & Conference Center,hotel_convention,major,11663,ACS-LOC-0127,0.331,0.206,True,far_side,night
ACS-POI-0265,ACS,Pine Hatch,Summit Pine Residences,residential_tower,flagship,10548,ACS-LOC-0073,0.708,0.44,False,far_side,morning
ACS-POI-0266,ACS,Cobblestone Village,Cobblestone Village Residences,residential_tower,neighborhood,950,ACS-LOC-0201,0.281,0.175,False,near_side,evening
ACS-POI-0267,ACS,Pine Hatch,Metro Fresh Market,grocery_anchor,neighborhood,1785,ACS-LOC-0233,0.179,0.111,False,near_side,morning
ACS-POI-0268,ACS,Cobblestone Village,Cobblestone Village Galleria,shopping_mall,major,6591,ACS-LOC-0091,0.208,0.129,False,far_side,evening
ACS-POI-0269,ACS,Fallowfield,Crescent College,university,minor,273,ACS-LOC-0150,0.048,0.03,False,near_side,evening
ACS-POI-0270,ACS,Brookview,Metro Shopping Center,shopping_mall,neighborhood,743,ACS-LOC-0056,0.141,0.088,False,near_side,afternoon
ACS-POI-0271,ACS,Cobblestone Village,Grand Cobblestone Grocery & Provisions,grocery_anchor,neighborhood,909,ACS-LOC-0241,0.044,0.027,False,far_side,evening
ACS-POI-0272,ACS,Windmere Park,North Shopping Center,shopping_mall,minor,218,ACS-LOC-0118,0.175,0.109,False,far_side,afternoon
ACS-POI-0273,ACS,Fallowfield,Fallowfield Apartments,residential_tower,neighborhood,2008,ACS-LOC-0130,0.097,0.06,False,near_side,morning
ACS-POI-0274,ACS,Cobblestone Village,Heritage City Hall,government_building,neighborhood,859,ACS-LOC-0101,0.412,0.256,False,far_side,midday
ACS-POI-0275,ACS,Fallowfield,Central Fallowfield Mall,shopping_mall,neighborhood,1252,ACS-LOC-0024,0.228,0.142,True,far_side,afternoon
ACS-POI-0276,ACS,Fallowfield,Crescent Nightlife Quarter,entertainment_district,neighborhood,759,ACS-LOC-0024,0.048,0.03,True,far_side,night
ACS-POI-0277,ACS,Fallowfield,Fallowfield Fresh Market,grocery_anchor,minor,614,ACS-LOC-0024,0.075,0.047,True,far_side,midday
ACS-POI-0278,ACS,Fallowfield,Cedar Fallowfield Residences,residential_tower,neighborhood,1796,ACS-LOC-0024,0.125,0.078,True,near_side,night
ACS-POI-0279,ACS,Greenhollow,Ivy Galleria,shopping_mall,flagship,8259,ACS-LOC-0006,0.507,0.315,True,far_side,afternoon
ACS-POI-0280,ACS,Greenhollow,South Civic Center,government_building,minor,468,ACS-LOC-0006,0.027,0.017,True,near_side,afternoon
ACS-POI-0281,ACS,Greenhollow,Greenhollow General Hospital,hospital,neighborhood,2120,ACS-LOC-0006,0.293,0.182,True,near_side,morning
ACS-POI-0282,ACS,Greenhollow,Stone Entertainment District,entertainment_district,neighborhood,1003,ACS-LOC-0006,0.021,0.013,True,far_side,night
ACS-POI-0283,ACS,Pine Hatch,Pine Hatch Office Commons,office_park,minor,448,ACS-LOC-0213,0.082,0.051,False,far_side,night
