event_id,city_id,city_zone,poi_id,anchor_location_id,event_name,event_type,recurrence,start_date,end_date,expected_attendance,attendance_tier,primary_impact_daypart,impact_radius_km
LH-EVT-00134,LH,Uptown Crescent,,LH-LOC-0064,Public Rally,political_rally,one_time,2026-09-25,2026-09-25,18629,large,afternoon,2.87
LH-EVT-00023,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Coastal Bolts,sports_game,weekly_season,2026-10-01,2026-10-01,36468,large,evening,1.83
LH-EVT-00103,LH,Riverside Junction,LH-POI-0309,LH-LOC-0037,Summer Sound Concert Series,concert,one_time,2026-10-06,2026-10-06,8960,medium,night,1.56
LH-EVT-00024,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Ironclad Bolts,sports_game,weekly_season,2026-10-08,2026-10-08,38824,large,afternoon,2.41
LH-EVT-00039,LH,Riverside Junction,LH-POI-0437,LH-LOC-0162,Encore Concert Series,concert,one_time,2026-10-11,2026-10-11,18464,large,evening,2.57
LH-EVT-00025,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Coastal United,sports_game,weekly_season,2026-10-15,2026-10-15,17091,large,evening,2.7
LH-EVT-00026,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Summit United,sports_game,weekly_season,2026-10-22,2026-10-22,42962,large,afternoon,1.88
LH-EVT-00151,LH,Old Mill District,,LH-LOC-0073,School District Fair,community_fair,one_time,2026-10-27,2026-10-27,4697,medium,afternoon,1.15
LH-EVT-00145,LH,Uptown Crescent,LH-POI-0108,LH-LOC-0119,Neighborhood Fair,community_fair,one_time,2026-10-29,2026-10-29,1916,small,midday,0.38
LH-EVT-00038,LH,Riverside Junction,LH-POI-0544,LH-LOC-0122,Farmers Fair,community_fair,one_time,2026-11-10,2026-11-10,4264,medium,midday,1.62
LH-EVT-00032,LH,Cathedral Heights,LH-POI-0370,LH-LOC-0211,National Finance Convention,convention,one_time,2026-11-11,2026-11-11,8725,medium,morning,1.42
LH-EVT-00139,LH,East Commons,,LH-LOC-0225,LH Heritage Parade,parade,one_time,2026-11-15,2026-11-15,27014,large,midday,2.93
LH-EVT-00084,LH,Cathedral Heights,,LH-LOC-0131,LH Summer Festival,festival,one_time,2026-11-18,2026-11-19,39177,large,afternoon,2.65
LH-EVT-00068,LH,Financial Row,LH-POI-0590,LH-LOC-0005,Summer Sound Concert Series,concert,one_time,2026-11-19,2026-11-19,10627,medium,night,1.32
LH-EVT-00072,LH,Market Quarter,,LH-LOC-0284,Civic Rally,political_rally,one_time,2026-11-23,2026-11-23,18500,large,evening,2.02
LH-EVT-00105,LH,Financial Row,LH-POI-0590,LH-LOC-0005,Encore Concert Series,concert,one_time,2026-11-23,2026-11-23,10626,medium,evening,1.78
LH-EVT-00079,LH,Downtown Core,,LH-LOC-0256,LH Downtown Marathon,marathon_race,one_time,2026-11-25,2026-11-25,17626,large,morning,2.03
LH-EVT-00083,LH,Harborfront,LH-POI-0404,LH-LOC-0032,LH Independence Day Celebration,holiday_event,annual,2026-11-30,2026-11-30,9361,large,evening,2.71
LH-EVT-00050,LH,Financial Row,,LH-LOC-0025,LH Downtown Marathon,marathon_race,one_time,2026-12-01,2026-12-01,16235,large,morning,2.3
LH-EVT-00146,LH,Downtown Core,LH-POI-0057,LH-LOC-0101,Annual Auto Convention,convention,one_time,2026-12-01,2026-12-04,9073,medium,midday,1.79
LH-EVT-00104,LH,Financial Row,LH-POI-0590,LH-LOC-0005,After Hours Concert Series,concert,one_time,2026-12-05,2026-12-05,4202,medium,evening,1.03
LH-EVT-00037,LH,Cathedral Heights,LH-POI-0397,LH-LOC-0191,Annual Finance Convention,convention,one_time,2026-12-10,2026-12-12,12201,medium,morning,1.78
LH-EVT-00054,LH,Downtown Core,LH-POI-0033,LH-LOC-0106,Encore Concert Series,concert,one_time,2026-12-11,2026-12-11,6686,medium,night,1.5
LH-EVT-00029,LH,Riverside Junction,LH-POI-0584,LH-LOC-0172,LH Harvest Festival,festival,one_time,2026-12-12,2026-12-12,30715,large,afternoon,2.32
LH-EVT-00062,LH,East Commons,,LH-LOC-0285,LH Heritage Parade,parade,one_time,2026-12-15,2026-12-15,13011,medium,midday,1.61
LH-EVT-00135,LH,Riverside Junction,,LH-LOC-0232,LH Downtown Marathon,marathon_race,one_time,2026-12-16,2026-12-16,5600,medium,morning,1.28
LH-EVT-00119,LH,North Terminus,LH-POI-0299,LH-LOC-0018,School District Fair,community_fair,one_time,2026-12-21,2026-12-21,1683,small,afternoon,0.42
LH-EVT-00085,LH,Downtown Core,LH-POI-0245,LH-LOC-0031,B2B Business Summit,trade_show,one_time,2026-12-27,2026-12-28,5832,medium,midday,1.14
LH-EVT-00070,LH,Downtown Core,LH-POI-0305,LH-LOC-0156,Community Rally,political_rally,one_time,2026-12-31,2026-12-31,1178,small,evening,0.71
LH-EVT-00052,LH,Financial Row,LH-POI-0590,LH-LOC-0005,Live Wire Concert Series,concert,one_time,2027-01-01,2027-01-01,10182,medium,night,1.51
LH-EVT-00067,LH,Riverside Junction,,LH-LOC-0212,LH Cultural Festival,festival,one_time,2027-01-03,2027-01-03,27715,large,evening,2.18
LH-EVT-00109,LH,North Terminus,,LH-LOC-0008,LH Summer Festival,festival,one_time,2027-01-06,2027-01-08,22183,large,afternoon,2.93
LH-EVT-00128,LH,Financial Row,LH-POI-0590,LH-LOC-0005,Summer Sound Concert Series,concert,one_time,2027-01-11,2027-01-11,10296,medium,evening,1.29
LH-EVT-00044,LH,Downtown Core,LH-POI-0527,LH-LOC-0256,Metro Business Summit,trade_show,one_time,2027-01-16,2027-01-17,3781,medium,midday,1.79
LH-EVT-00117,LH,North Terminus,LH-POI-0382,LH-LOC-0133,LH Summer Festival,festival,one_time,2027-01-16,2027-01-19,13570,medium,evening,1.46
LH-EVT-00126,LH,Harborfront,,LH-LOC-0147,LH Downtown Marathon,marathon_race,one_time,2027-01-20,2027-01-20,16619,large,morning,2.21
LH-EVT-00142,LH,Uptown Crescent,LH-POI-0260,LH-LOC-0064,Neighborhood Fair,community_fair,one_time,2027-01-24,2027-01-24,3995,medium,midday,0.89
LH-EVT-00157,LH,East Commons,LH-POI-0222,LH-LOC-0265,LH Cultural Festival,festival,one_time,2027-01-24,2027-01-24,19450,large,evening,2.55
LH-EVT-00153,LH,Uptown Crescent,,LH-LOC-0104,LH Founders Day Parade,parade,one_time,2027-01-26,2027-01-26,17629,large,midday,2.15
LH-EVT-00115,LH,Harborfront,,LH-LOC-0107,LH Founders Day Parade,parade,one_time,2027-01-31,2027-01-31,9199,medium,morning,1.77
LH-EVT-00086,LH,Old Mill District,LH-POI-0442,LH-LOC-0103,LH Winter Holiday Celebration,holiday_event,annual,2027-02-03,2027-02-03,5465,medium,afternoon,0.91
LH-EVT-00043,LH,Downtown Core,LH-POI-0033,LH-LOC-0106,Encore Concert Series,concert,one_time,2027-02-06,2027-02-06,20416,large,night,2.55
LH-EVT-00049,LH,Downtown Core,,LH-LOC-0071,LH Pride Parade,parade,one_time,2027-02-06,2027-02-06,26967,large,morning,2.64
LH-EVT-00053,LH,North Terminus,,LH-LOC-0343,Community Rally,political_rally,one_time,2027-02-10,2027-02-10,9951,medium,evening,1.32
LH-EVT-00114,LH,Cathedral Heights,LH-POI-0178,LH-LOC-0026,Regional Retail Convention,convention,one_time,2027-02-10,2027-02-13,8133,medium,midday,1.01
LH-EVT-00066,LH,Financial Row,LH-POI-0590,LH-LOC-0005,After Hours Concert Series,concert,one_time,2027-02-11,2027-02-11,12674,medium,night,1.48
LH-EVT-00107,LH,Financial Row,LH-POI-0590,LH-LOC-0005,Encore Concert Series,concert,one_time,2027-02-13,2027-02-13,10813,medium,evening,1.49
LH-EVT-00064,LH,Cathedral Heights,LH-POI-0364,LH-LOC-0076,Industry Trade Expo,trade_show,one_time,2027-02-17,2027-02-17,6648,medium,morning,1.29
